,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.92,0.36,0.3,0.21,0.23,0.18,0.33,0.25,0.55,0.16,0.28,0.27,0.2,0.27,0.22,0.28
f_1,0.31,0.91,0.53,0.3,0.24,0.17,0.24,0.22,0.22,0.25,0.21,0.14,0.18,0.29,0.11,0.2
e_1,0.29,0.33,0.9,0.4,0.27,0.16,0.28,0.2,0.3,0.48,0.25,0.26,0.19,0.24,0.12,0.25
c_1,0.29,0.32,0.27,0.9,0.52,0.16,0.29,0.21,0.17,0.26,0.21,0.24,0.18,0.28,0.17,0.22
b_1,0.32,0.34,0.3,0.29,0.89,0.34,0.25,0.23,0.23,0.28,0.15,0.25,0.16,0.31,0.17,0.23
a_1,0.39,0.35,0.26,0.32,0.26,0.88,0.26,0.29,0.29,0.26,0.26,0.26,0.11,0.33,0.17,0.19
h_1,0.39,0.46,0.31,0.32,0.28,0.17,0.64,0.32,0.29,0.25,0.29,0.27,0.22,0.2,0.24,0.34
g_1,0.54,0.3,0.35,0.31,0.27,0.16,0.31,0.62,0.33,0.23,0.29,0.4,0.19,0.25,0.24,0.16
c_0,0.4,0.42,0.33,0.25,0.24,0.2,0.37,0.28,0.51,0.32,0.49,0.29,0.28,0.29,0.24,0.27
d_0,0.23,0.32,0.31,0.67,0.3,0.17,0.3,0.24,0.23,0.51,0.27,0.28,0.2,0.31,0.2,0.28
b_0,0.35,0.41,0.32,0.36,0.2,0.16,0.35,0.27,0.33,0.33,0.5,0.33,0.4,0.34,0.25,0.33
f_0,0.43,0.27,0.29,0.35,0.29,0.18,0.38,0.27,0.35,0.29,0.31,0.48,0.25,0.3,0.4,0.32
a_0,0.37,0.4,0.32,0.39,0.28,0.11,0.35,0.29,0.31,0.31,0.25,0.34,0.46,0.36,0.27,0.3
h_0,0.38,0.5,0.35,0.29,0.26,0.18,0.24,0.36,0.33,0.3,0.25,0.23,0.22,0.21,0.2,0.28
e_0,0.38,0.39,0.25,0.34,0.25,0.2,0.41,0.32,0.35,0.27,0.33,0.3,0.3,0.35,0.45,0.28
g_0,0.51,0.34,0.31,0.33,0.25,0.2,0.35,0.19,0.37,0.25,0.26,0.42,0.22,0.27,0.26,0.25
