,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,9134.05,6954.43,6038.38,8404.06,12084.26,39308.37,4962201.17,12532795.69,15093623.05,20361075.13,23167203.37,35900210.88,120984759.03,141501312.05,323924483.59,215497512.47
e_1,3470.91,11144.31,5024.72,9659.33,15019.69,50694.11,5694826.05,11535995.41,30644085.45,23831931.53,29004889.93,58680609.4,118547016.27,125720654.07,394303758.79,265244888.65
d_1,3765.93,3518.68,17871.81,6855.11,13165.47,44170.88,6390103.4,13544720.41,10879584.97,44854718.26,35515711.78,55118554.69,145419207.15,177676470.72,408726677.15,389921289.99
c_1,3843.2,3915.46,5108.74,24475.64,24286.9,52011.55,5396546.54,11532312.23,14914796.74,15294255.86,18017155.28,56233040.25,126246607.56,164178508.57,347461907.14,336813450.97
b_1,3751.56,3871.72,5502.24,7869.1,47971.91,94967.39,5561670.72,11536153.21,16577769.67,20538798.59,16070464.55,50253514.34,153612937.92,106327769.86,438451018.9,342150957.82
a_1,4139.37,3823.12,6773.8,7858.97,14791.46,221492.4,5536731.27,13491938.22,15542017.81,29607838.19,29142968.08,55442654.17,161856026.48,95834564.44,372277632.19,302788872.96
h_1,5327.87,4353.54,7446.04,8570.25,12486.61,40081.05,11973205.09,19089313.07,18739673.43,26684622.53,30719088.75,51521749.85,96294785.66,168792677.06,540043441.3,406451466.48
g_1,3708.26,3843.99,10085.28,8520.27,13931.5,48645.55,6250220.4,32523088.62,16171094.94,26187808.11,29867708.78,79195730.27,127792435.25,177271619.2,326348010.63,385859138.36
d_0,3819.8,4225.13,4253.02,16775.7,14421.37,51392.45,6185437.85,10874099.46,28960315.6,18143401.32,32126514.58,55175914.82,135529684.51,163143531.45,384506915.71,456012683.2
c_0,4501.97,4028.8,8137.37,7143.93,9488.37,45248.58,7267202.52,16340481.64,18146749.08,47442835.88,59802947.1,58932338.29,169527751.01,216845045.03,524893872.38,514646543.09
b_0,4421.89,4267.59,8031.93,9322.11,9081.47,39573.74,7206229.98,16090887.8,18769878.65,30386281.45,54522017.22,60314336.17,158216643.89,359249492.57,446201350.24,504301888.95
f_0,3146.21,3502.67,8194.76,9435.08,15912.91,52154.56,6942173.14,15678378.8,20630271.55,31970228.75,35276294.33,120499938.19,151500797.35,196381900.95,561081721.8,916735344.21
h_0,5275.67,4425.34,7242.5,8766.66,14354.76,49137.47,4479064.52,17463722.28,15638827.57,25635983.13,30437869.61,56101820.29,107667701.49,191667264.31,598611699.09,375865452.82
a_0,4974.15,3894.93,7562.25,9323.84,14541.05,29269.43,7394189.48,14209231.14,17767734.7,27697394.92,31366745.82,64418764.92,166349519.26,366869563.91,510225744.52,553299321.43
g_0,3437.64,3692.39,10230.55,8986.64,14051.41,48049.4,5223836.17,9841178.47,16825772.49,28602538.55,33352576.68,103080748.42,154338784.98,172921965.04,396892992.83,505059989.83
e_0,4851.33,3874.74,6671.94,10693.43,13419.89,45767.85,6760890.84,15324176.75,19294923.01,26840345.11,32082982.71,58530967.84,185902433.43,232577186.51,519263559.64,936106057.79
