,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.5,0.62,0.69,0.81,0.62,0.57,0.79,1.27,0.63,0.75,0.81,0.86,0.92,0.57,0.89,0.49
f_1,1.08,1.52,0.69,0.62,0.58,0.42,0.69,0.79,0.7,0.76,0.82,0.43,0.87,0.6,0.8,0.48
d_1,0.74,0.77,1.54,0.58,0.58,0.53,0.79,0.47,0.79,1.28,0.78,0.82,0.82,0.78,0.7,0.63
c_1,0.58,0.75,0.66,1.57,1.09,0.5,0.83,0.76,0.66,0.51,0.73,0.68,0.86,0.67,0.75,0.63
b_1,0.66,0.71,0.73,0.62,1.61,1.06,0.82,0.89,0.68,0.86,0.55,0.87,0.73,0.63,0.67,0.89
a_1,0.77,0.98,0.68,0.83,0.56,1.74,0.77,0.89,0.81,0.76,0.72,0.78,0.93,0.42,0.93,0.69
h_1,0.9,1.16,0.96,0.78,0.69,0.8,1.76,1.06,1.19,1.01,1.06,1.03,0.91,0.78,1.51,0.99
d_0,0.83,0.96,0.66,1.55,0.94,0.7,1.07,1.58,0.91,0.8,0.98,1.05,1.27,0.99,1.14,0.99
g_1,0.9,0.88,1.3,0.9,0.86,0.55,0.94,1.04,1.86,1.03,1.13,1.34,1.13,0.96,0.71,0.94
c_0,0.94,1.06,0.85,0.73,0.68,0.87,1.26,1.01,1.02,1.65,1.82,1.26,1.37,1.1,1.29,1.14
b_0,0.97,0.91,1.06,0.98,0.56,0.73,1.14,1.26,0.92,0.9,1.68,1.2,1.28,1.64,1.29,1.0
f_0,0.83,0.84,0.99,1.09,0.92,0.85,1.09,1.18,0.97,0.96,1.12,1.69,1.23,1.0,1.13,1.59
h_0,0.98,1.2,1.07,1.04,0.94,0.6,0.75,1.12,1.33,1.04,1.21,1.1,0.89,0.89,1.33,0.97
a_0,1.08,1.22,1.0,1.07,1.0,0.36,1.25,1.14,1.19,1.04,1.12,1.27,1.58,1.74,1.09,1.03
g_0,0.97,0.85,1.54,1.04,0.95,0.78,0.89,1.08,0.91,0.93,1.04,1.57,1.09,0.99,1.01,1.28
e_0,0.66,1.11,1.13,1.34,0.95,0.96,1.03,1.06,1.03,1.04,1.15,1.09,1.31,0.95,1.03,1.77
