,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.9,0.21,0.28,0.17,0.17,0.1,0.18,0.39,0.13,0.2,0.19,0.19,0.21,0.14,0.08,0.14
f_1,0.43,0.89,0.2,0.19,0.13,0.13,0.15,0.18,0.12,0.17,0.17,0.07,0.18,0.1,0.07,0.13
c_1,0.2,0.23,0.89,0.19,0.33,0.11,0.2,0.18,0.15,0.07,0.12,0.17,0.19,0.11,0.11,0.11
d_1,0.21,0.25,0.18,0.9,0.17,0.1,0.17,0.09,0.19,0.38,0.23,0.18,0.21,0.16,0.12,0.16
b_1,0.18,0.2,0.24,0.2,0.89,0.26,0.16,0.17,0.15,0.2,0.09,0.17,0.19,0.08,0.11,0.17
a_1,0.28,0.26,0.17,0.22,0.18,0.88,0.22,0.2,0.16,0.19,0.18,0.13,0.21,0.05,0.12,0.15
h_1,0.28,0.4,0.26,0.22,0.22,0.13,0.59,0.23,0.27,0.19,0.2,0.21,0.14,0.15,0.12,0.2
d_0,0.26,0.25,0.52,0.14,0.2,0.13,0.22,0.45,0.19,0.17,0.23,0.2,0.22,0.13,0.16,0.2
g_1,0.25,0.23,0.24,0.43,0.2,0.13,0.18,0.17,0.57,0.26,0.21,0.31,0.27,0.11,0.17,0.12
c_0,0.27,0.31,0.15,0.31,0.15,0.15,0.24,0.25,0.18,0.47,0.44,0.25,0.28,0.2,0.15,0.21
b_0,0.31,0.3,0.29,0.27,0.1,0.12,0.22,0.25,0.23,0.25,0.45,0.23,0.26,0.33,0.15,0.18
f_0,0.23,0.16,0.31,0.32,0.23,0.14,0.22,0.24,0.23,0.24,0.24,0.46,0.26,0.18,0.3,0.21
h_0,0.28,0.38,0.25,0.32,0.17,0.15,0.12,0.24,0.25,0.23,0.22,0.18,0.16,0.15,0.14,0.27
a_0,0.29,0.34,0.28,0.26,0.16,0.1,0.2,0.27,0.18,0.28,0.25,0.19,0.28,0.41,0.16,0.19
e_0,0.18,0.29,0.3,0.27,0.25,0.18,0.22,0.23,0.22,0.21,0.24,0.2,0.28,0.14,0.4,0.2
g_0,0.26,0.24,0.23,0.44,0.19,0.15,0.23,0.2,0.14,0.26,0.21,0.34,0.24,0.14,0.15,0.12
