,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
f_1,10287.59,6648.84,3960.25,7864.11,13435.22,49998.13,5219841.86,8724085.06,16426603.13,21184659.93,21055395.84,41808581.85,195044718.43,159231213.85,125983526.44,633791286.06
e_1,4029.21,11033.98,3722.93,9800.7,16275.31,58510.24,5260887.25,9267007.08,29785272.86,22467880.26,37467804.28,42789267.4,209899373.4,163876680.65,116597347.21,749136064.57
d_1,4089.57,3884.34,12627.59,6540.11,13026.67,51987.97,5438913.28,9626459.2,12097184.8,44350228.7,39726502.01,53127539.94,228210528.24,190232639.37,187511253.01,742496828.69
c_1,3767.76,3858.97,4424.15,25058.61,27029.07,54888.46,5438386.93,9211016.79,14715234.04,10768773.57,34865636.15,27354222.41,163590452.13,143063389.44,181048499.57,601378076.59
b_1,4114.97,3834.37,4368.71,7472.92,51694.67,135835.23,6224534.08,9162070.71,17091538.03,18794412.16,30730320.19,23502210.9,198468279.08,113960502.83,170149099.96,666544772.14
a_1,4291.7,4102.52,5068.46,7203.58,13719.3,317039.57,6832348.63,10704262.36,13317658.19,24388570.76,38922294.44,48318811.06,232252510.9,74442881.07,159281007.89,734371623.51
h_1,5800.93,4189.15,5358.66,9114.62,14961.02,73922.17,12494101.2,12473191.37,18248044.23,19213047.62,35250376.4,37248156.77,144401886.88,148017628.53,169051309.84,1047059211.17
g_1,4090.12,3991.71,7260.17,9700.44,13834.63,61234.87,5976259.14,22200683.14,15170181.63,25187749.12,51470715.73,38268892.56,195945884.65,192305354.24,192427533.52,549034245.11
d_0,4053.29,4295.1,2782.85,16987.58,18415.57,80101.22,5870715.22,10686434.14,30649510.28,16264779.73,39972012.77,35967253.52,201849194.42,173479275.63,166926185.32,692460686.54
c_0,4868.3,4438.7,6028.52,7279.01,11624.03,59933.14,6890608.14,10626687.95,17601700.83,45579356.16,36482207.24,96750647.32,222668176.13,232255344.66,198154056.49,911450065.07
f_0,3326.09,3590.95,5659.89,9749.39,18378.47,67281.23,7337694.03,10573936.98,18747797.26,28842863.61,72277704.02,41808073.47,225258592.89,141083913.62,403434650.01,972715723.38
b_0,4864.26,3705.95,6091.53,10959.77,10354.15,47076.09,6124506.15,9864656.74,20474317.96,25406526.06,40126930.8,88988081.82,268723725.13,370873350.92,210715867.39,983540674.36
h_0,5819.05,4555.22,5125.29,8350.8,13534.69,63731.16,4614753.71,14282084.02,18122941.17,24133532.53,38414579.4,50850798.07,171006949.16,196747293.93,179849502.89,1008673465.65
a_0,4375.09,4073.17,6057.36,9745.22,18253.83,38317.47,7444773.36,10514577.75,16841851.12,24426019.75,36687595.33,42019513.65,247140505.56,381058606.17,223393628.06,941044574.02
e_0,4666.56,2960.59,5422.36,9583.23,16686.35,83172.46,7541208.25,10457126.45,20627102.78,25877392.32,41946156.94,51717314.93,277510685.78,180582268.3,394799167.83,717195308.33
g_0,3980.41,3778.63,7164.09,8926.47,15878.85,66281.96,5736583.53,8333513.31,14764034.29,32561465.09,62377256.85,48940338.8,230292958.53,200165683.2,238584137.84,651131388.81
