,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,1.34,0.98,1.61,2.66,18.79,37.39,27.33,30.72,41.09,49.41,80.61,97.82,110.84,109.87
f_1,1.21,1.0,0.97,1.06,1.25,2.2,13.41,23.11,22.84,28.68,34.83,33.6,59.75,86.74,63.06,94.86
c_1,0.75,1.04,1.0,1.06,2.02,2.32,14.94,17.31,20.24,22.5,26.55,35.24,66.4,80.16,79.77,90.68
d_1,1.02,0.94,0.93,1.0,1.5,2.19,15.35,22.93,30.06,19.9,37.55,37.27,68.37,72.67,82.93,72.27
b_1,0.63,0.81,0.51,0.68,1.0,2.77,11.99,16.12,23.18,19.27,24.95,25.52,51.44,49.43,57.53,61.39
a_1,0.37,0.45,0.42,0.44,0.37,1.0,7.89,10.5,9.32,11.17,15.79,17.12,32.07,34.21,38.8,39.23
h_1,0.05,0.07,0.07,0.06,0.08,0.13,1.0,1.48,1.45,1.99,2.13,2.24,4.56,5.19,5.12,6.36
d_0,0.03,0.04,0.06,0.04,0.06,0.09,0.66,1.0,0.89,1.11,1.41,1.59,3.32,3.23,3.73,4.25
c_0,0.04,0.04,0.05,0.03,0.04,0.11,0.66,1.15,1.0,1.03,1.92,1.45,3.36,4.09,3.51,3.71
g_1,0.03,0.04,0.04,0.05,0.05,0.09,0.51,0.91,0.96,1.0,1.37,1.79,2.48,2.76,3.2,3.39
b_0,0.02,0.03,0.04,0.03,0.04,0.06,0.47,0.71,0.49,0.74,1.0,1.02,2.12,3.51,2.3,2.73
f_0,0.02,0.03,0.03,0.03,0.04,0.06,0.45,0.62,0.67,0.54,0.96,1.0,2.13,2.25,3.11,1.92
h_0,0.01,0.02,0.01,0.01,0.02,0.03,0.21,0.31,0.31,0.41,0.47,0.49,1.0,1.09,1.12,1.51
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.2,0.28,0.26,0.34,0.29,0.44,0.92,1.0,1.01,1.01
e_0,0.01,0.02,0.01,0.01,0.02,0.03,0.19,0.27,0.28,0.3,0.45,0.32,0.84,1.07,1.0,1.03
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.16,0.23,0.26,0.31,0.36,0.52,0.66,0.99,1.01,1.0
