,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.45,0.66,0.72,0.7,0.7,0.4,0.45,0.3,0.4,0.3,0.42,0.28,0.29,0.42,0.28
f_1,0.74,0.4,0.63,0.67,0.63,0.6,0.29,0.39,0.28,0.31,0.29,0.32,0.19,0.28,0.26,0.25
d_1,0.72,0.72,0.4,0.74,0.62,0.58,0.35,0.25,0.33,0.45,0.32,0.3,0.25,0.25,0.3,0.19
c_1,0.56,0.69,0.79,0.38,0.81,0.57,0.35,0.41,0.35,0.2,0.31,0.29,0.28,0.31,0.26,0.26
b_1,0.65,0.8,0.78,0.41,0.35,0.91,0.37,0.39,0.38,0.28,0.38,0.3,0.28,0.28,0.31,0.29
a_1,0.69,0.74,0.76,0.78,0.36,0.29,0.43,0.37,0.31,0.37,0.41,0.33,0.32,0.38,0.35,0.3
h_1,0.58,0.69,0.59,0.69,0.64,0.58,0.24,0.36,0.28,0.29,0.27,0.27,0.29,0.28,0.29,0.25
g_1,0.61,0.63,0.65,0.66,0.63,0.62,0.28,0.22,0.27,0.27,0.29,0.31,0.23,0.3,0.28,0.27
c_0,0.64,0.66,0.44,0.96,0.64,0.67,0.36,0.33,0.24,0.35,0.34,0.27,0.24,0.29,0.29,0.24
d_0,0.42,0.63,0.73,0.75,0.76,0.59,0.39,0.41,0.27,0.24,0.27,0.27,0.25,0.3,0.27,0.28
b_0,0.61,0.62,0.53,0.78,0.83,0.55,0.36,0.36,0.19,0.32,0.23,0.27,0.28,0.34,0.27,0.23
f_0,0.51,0.78,0.58,0.73,0.73,0.62,0.35,0.25,0.29,0.28,0.28,0.21,0.24,0.29,0.34,0.17
h_0,0.62,0.74,0.63,0.65,0.6,0.48,0.4,0.32,0.26,0.3,0.26,0.27,0.27,0.26,0.27,0.27
a_0,0.66,0.6,0.61,0.64,0.76,0.72,0.33,0.36,0.25,0.26,0.19,0.28,0.23,0.2,0.24,0.22
e_0,0.74,0.93,0.58,0.69,0.66,0.54,0.31,0.3,0.24,0.28,0.28,0.17,0.21,0.29,0.19,0.21
g_0,0.59,0.66,0.67,0.68,0.63,0.56,0.27,0.4,0.27,0.29,0.28,0.32,0.19,0.26,0.28,0.25
