,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,5.74,1.75,1.46,1.15,1.29,1.56,6.0,4.95,12.57,3.63,9.36,8.63,8.61,12.58,7.28,13.81
f_1,1.47,5.89,2.59,1.3,1.53,1.08,5.3,4.87,6.61,7.82,7.22,3.58,8.64,10.3,4.77,9.85
e_1,1.37,1.53,6.52,2.01,1.47,1.32,5.16,5.14,7.35,14.64,8.36,7.29,7.69,10.67,4.27,10.19
c_1,1.45,1.49,1.29,6.8,2.73,1.81,5.39,5.94,2.58,6.92,4.42,7.47,6.32,10.41,7.61,9.34
b_1,1.55,1.52,1.36,1.58,7.9,3.14,5.01,5.48,6.43,7.55,2.65,6.23,5.56,9.1,7.05,9.3
a_1,1.4,1.42,1.3,1.87,1.9,10.77,6.67,5.44,5.97,7.53,6.96,8.31,2.12,11.19,10.8,12.33
h_1,2.15,2.6,1.67,1.68,1.48,1.43,16.01,9.14,8.4,8.14,10.39,8.75,8.14,9.48,10.72,17.37
g_1,2.77,1.56,1.55,1.71,1.42,1.7,6.83,19.8,7.08,7.47,10.58,14.66,9.93,15.31,13.29,8.99
c_0,2.2,1.86,2.28,1.34,1.36,1.51,6.8,7.19,16.45,8.46,18.11,9.53,11.07,12.13,10.58,14.27
d_0,1.26,1.82,1.93,3.82,1.87,1.72,6.07,6.69,4.98,15.76,7.76,7.75,8.73,12.99,7.76,10.33
b_0,2.1,2.19,1.73,2.51,1.05,1.17,7.15,6.91,8.96,9.07,18.46,9.08,18.04,13.76,9.22,13.75
f_0,2.33,1.01,1.58,1.98,1.97,1.89,7.72,8.1,10.64,8.42,10.02,20.48,9.74,13.33,24.17,16.37
a_0,1.96,1.97,1.93,2.41,1.71,1.02,6.65,7.53,8.49,8.2,10.39,9.1,22.91,16.49,9.04,12.95
h_0,2.11,2.68,1.87,2.0,1.57,1.62,4.23,9.73,7.91,8.19,8.48,8.59,10.54,8.57,7.32,14.68
e_0,2.05,1.62,1.23,2.21,2.41,1.97,6.99,7.07,8.91,8.6,9.33,9.57,8.74,15.43,26.94,12.26
g_0,3.15,1.72,1.63,1.76,1.61,1.4,6.85,4.84,9.45,7.37,9.2,13.07,8.53,14.18,12.08,9.16
