,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.78,0.98,1.22,1.04,0.99,1.05,1.36,1.0,0.96,1.02,1.15,1.07,0.94,1.11,1.18
f_1,1.28,1.0,0.96,0.97,0.96,0.76,0.86,0.96,1.03,0.91,1.07,0.84,0.93,0.92,1.11,0.82
d_1,1.0,1.04,1.0,0.97,0.93,0.99,1.04,0.96,0.91,1.33,0.98,1.02,0.97,1.1,0.79,0.93
c_1,0.82,1.04,1.04,1.0,1.37,0.93,1.1,0.74,1.01,0.9,0.9,0.88,0.99,0.97,0.96,0.86
b_1,0.97,1.04,1.09,0.73,1.0,1.43,1.13,1.01,0.98,1.21,1.06,1.05,0.92,0.91,0.95,1.18
a_1,1.01,1.32,1.02,1.08,0.69,1.0,0.94,1.05,1.26,0.93,0.95,0.97,1.19,1.14,1.09,0.92
h_1,0.96,1.2,0.99,0.91,0.87,0.99,1.0,1.0,1.16,0.93,1.01,0.96,1.06,0.89,1.33,1.07
d_0,0.75,0.99,1.06,1.36,1.07,0.89,1.03,1.0,0.98,0.83,0.92,0.95,1.07,1.1,1.06,1.08
g_1,0.98,0.96,1.09,0.97,1.0,0.83,0.86,1.0,1.0,0.95,1.06,1.16,0.87,1.04,0.99,1.03
c_0,0.99,1.07,0.74,1.11,0.84,1.12,1.12,1.16,1.0,1.0,1.44,1.13,1.13,1.11,1.22,1.18
b_0,0.99,0.93,1.01,1.14,0.96,1.04,1.0,1.12,0.97,0.69,1.0,1.09,0.99,1.37,1.1,0.98
f_0,0.88,1.16,1.0,1.06,1.03,0.96,1.03,1.02,0.85,0.9,0.95,1.0,0.97,0.97,0.88,1.43
h_0,0.95,1.09,1.0,1.02,1.02,0.76,0.97,0.92,1.18,0.88,1.0,1.03,1.0,0.84,1.12,0.94
a_0,1.04,1.06,0.92,0.99,1.13,0.83,1.11,0.89,1.01,0.85,0.75,1.03,1.24,1.0,1.01,1.13
g_0,0.9,0.91,1.22,1.07,1.09,0.94,0.76,0.96,1.04,0.79,0.89,1.13,0.86,0.97,1.0,1.27
e_0,0.92,1.15,1.07,1.13,0.94,1.08,0.9,0.88,0.91,0.86,0.97,0.72,1.06,0.95,0.81,1.0
