,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,8808.24,2998.65,4145.01,5816.98,8545.77,35930.91,3608323.96,6780807.14,18622269.5,14563221.92,26128956.4,27333966.09,104829264.35,116197323.94,330498185.45,165645680.52
f_1,4194.5,10284.86,4089.02,4207.87,8261.28,40869.49,3203040.16,6345624.56,8983103.54,12306172.14,28258634.21,9448037.62,108059138.98,109456497.63,237130615.43,207631219.62
d_1,2300.41,3026.99,19680.66,3922.77,7885.76,45843.15,3741497.1,7371354.97,5142313.94,25365542.57,28049920.48,26953983.27,130852801.78,124882798.16,288148102.56,249522008.96
c_1,2161.21,2419.12,4279.19,20423.6,19035.87,32594.56,3608675.22,7161530.54,10911090.34,6511521.35,15621388.21,28296884.08,110391296.05,115054679.27,247856106.93,272859911.48
b_1,2135.81,3045.68,4884.28,3966.79,48384.5,85672.21,3237684.43,6896306.84,7747051.75,13998741.15,10424268.23,24622370.18,115389157.23,97263806.27,214426396.52,261390964.37
a_1,2149.93,2545.54,5369.3,4680.41,9336.68,320172.49,3706519.3,6831823.41,9470599.68,15079535.33,24032101.94,31090306.23,124513359.08,48783280.88,293448899.22,278061738.08
h_1,2519.05,4533.4,5365.02,5899.85,11331.38,37811.15,10729042.84,11998361.37,12686687.05,15252295.96,34935176.85,27547469.82,92831960.41,160362061.62,452880380.88,298710461.23
g_1,2459.62,2830.27,8770.64,5611.07,10647.21,52221.5,4761720.15,25609631.67,9265143.47,11907013.37,30958762.99,49236252.4,135753370.02,147201832.34,264418356.46,373724651.7
d_0,2601.62,3309.16,2875.1,11480.86,13023.85,45568.77,4236087.34,7313122.27,22164593.71,13677503.6,28890464.92,27760228.38,160315712.61,152043568.51,336762895.33,316796647.94
c_0,3175.7,3893.38,5378.87,4257.18,8302.46,55093.37,4421250.69,9447242.39,13910776.96,33834457.4,66833275.51,27674876.87,162686691.99,149170126.07,407082852.36,386960733.12
b_0,3028.96,3339.7,6495.31,6864.61,5212.37,30672.57,5376959.96,10062664.45,12520531.75,17707317.91,67459879.13,32635591.35,132452586.57,321146381.22,405836110.08,349346442.82
f_0,2377.2,1788.99,5918.59,7258.61,11213.84,57949.69,4893083.76,11033275.78,12185930.22,18002053.97,35515267.18,73743378.99,172454630.01,158386586.95,451157466.39,723333875.57
h_0,2969.23,4816.24,6079.18,5696.81,10384.66,48237.32,2699501.87,11713051.07,10196841.25,14761251.3,33082295.41,30189938.01,71903772.87,140500472.95,558362875.28,305406672.04
a_0,2726.2,3595.93,6924.19,7290.49,8649.33,22958.06,4593507.21,9058900.11,13927046.88,18344276.83,36738759.63,31891270.85,162833476.97,417841638.46,383136802.22,312561193.67
g_0,2599.49,3609.86,8928.2,5415.46,9020.51,55504.89,3960868.49,6606751.96,8737041.55,16208123.3,40019925.45,47912802.9,144288761.55,165483404.91,309721367.07,370740822.15
e_0,1561.12,3488.44,6730.63,6738.3,13521.42,55215.59,4942381.17,9357335.16,14399904.14,19478133.96,36659602.6,35400242.23,158156176.51,178089850.72,400111217.51,967651742.85
