,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.68,2.14,2.14,1.94,1.77,1.81,0.74,0.99,0.65,0.65,0.66,1.19,0.42,0.57,0.58,0.62
e_1,1.34,0.67,1.9,2.3,2.08,2.14,0.93,0.96,0.77,0.92,0.68,0.83,0.64,0.82,1.61,0.69
d_1,2.01,2.6,0.65,2.01,2.13,2.2,1.08,0.66,0.83,1.92,0.73,0.76,0.57,0.64,0.55,0.42
c_1,2.13,1.93,2.43,0.64,2.13,2.24,0.98,1.07,1.39,0.48,0.87,0.93,0.69,0.59,0.91,0.53
b_1,2.83,2.21,2.35,1.44,0.62,2.11,0.99,0.98,0.97,0.78,1.71,0.92,0.63,0.84,1.09,0.69
a_1,2.91,2.91,2.27,2.65,1.77,0.57,1.41,1.2,1.12,1.23,1.32,0.69,0.74,2.39,0.82,0.89
h_1,2.75,2.65,2.44,3.02,3.22,2.13,0.58,1.69,0.92,0.9,0.88,0.88,2.14,1.06,0.85,0.8
g_1,3.15,3.87,2.93,2.8,2.71,2.33,0.89,0.56,1.05,1.13,0.93,1.09,0.8,1.21,0.74,1.23
c_0,3.47,3.01,1.79,7.18,2.78,2.41,1.42,1.09,0.66,1.4,1.23,1.28,0.98,1.01,1.11,1.07
d_0,3.47,1.74,5.09,3.84,3.13,2.24,1.48,1.86,0.94,0.67,1.16,0.89,1.16,1.01,0.79,0.89
b_0,3.81,3.1,2.75,3.31,5.32,2.05,1.26,1.19,0.71,1.15,0.63,0.96,0.92,1.19,1.08,0.8
f_0,6.52,3.01,3.07,2.96,3.21,3.17,1.73,0.84,0.9,1.44,1.12,0.6,1.05,1.33,1.27,0.72
h_0,3.94,3.09,3.47,3.34,3.34,3.23,,1.64,1.17,1.01,1.15,0.95,1.92,1.02,1.14,0.98
a_0,4.16,2.98,3.96,3.81,3.83,,1.26,1.42,1.42,1.25,0.85,1.23,1.12,0.6,0.82,0.94
e_0,5.6,5.63,4.64,2.88,3.28,3.58,1.53,1.67,1.29,1.32,1.16,0.59,1.09,1.95,0.55,0.79
g_0,4.2,3.12,4.05,4.54,3.81,3.16,1.37,2.57,1.13,1.41,1.46,1.52,1.08,1.32,1.82,
