,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.56,0.74,0.92,0.91,0.87,0.51,0.52,0.5,0.39,0.36,0.45,0.34,0.36,0.52,0.29
f_1,0.91,0.42,0.73,0.85,0.86,0.68,0.34,0.44,0.39,0.31,0.37,0.45,0.24,0.35,0.29,0.37
d_1,1.01,0.93,0.39,0.73,0.69,0.72,0.43,0.29,0.58,0.41,0.37,0.31,0.34,0.34,0.39,0.23
c_1,0.66,0.79,1.09,0.38,0.84,0.77,0.43,0.43,0.23,0.4,0.35,0.39,0.31,0.39,0.39,0.3
b_1,0.73,0.79,0.98,0.52,0.37,1.06,0.45,0.58,0.34,0.42,0.48,0.39,0.29,0.38,0.36,0.33
a_1,0.72,1.02,0.87,0.98,0.48,0.29,0.44,0.48,0.38,0.42,0.46,0.38,0.4,0.48,0.32,0.34
h_1,0.66,0.88,0.67,0.7,0.76,0.65,0.25,0.43,0.29,0.28,0.31,0.33,0.35,0.35,0.27,0.29
g_1,0.74,0.83,0.77,0.78,0.62,0.69,0.3,0.22,0.3,0.31,0.3,0.34,0.22,0.29,0.37,0.3
d_0,0.45,0.72,0.97,0.89,0.77,0.71,0.49,0.44,0.25,0.32,0.36,0.35,0.26,0.44,0.31,0.31
c_0,0.75,0.78,0.44,1.45,0.76,0.68,0.43,0.38,0.42,0.24,0.41,0.35,0.28,0.34,0.32,0.3
b_0,0.77,0.73,0.6,0.87,0.97,0.68,0.39,0.4,0.35,0.19,0.23,0.29,0.3,0.41,0.28,0.29
f_0,0.73,1.05,0.69,0.68,0.73,0.58,0.4,0.26,0.32,0.33,0.4,0.22,0.28,0.39,0.4,0.22
h_0,0.69,0.77,0.69,0.8,0.75,0.6,0.47,0.42,0.34,0.3,0.29,0.29,0.36,0.29,0.26,0.32
a_0,0.79,0.8,0.62,0.74,0.84,1.04,0.39,0.45,0.32,0.28,0.18,0.31,0.33,0.2,0.3,0.24
e_0,0.86,1.16,0.65,0.61,0.69,0.77,0.41,0.32,0.34,0.3,0.34,0.18,0.28,0.26,0.2,0.25
g_0,0.73,0.68,0.82,0.78,0.72,0.58,0.32,0.44,0.33,0.32,0.31,0.32,0.2,0.32,0.31,0.32
