,e_1,d_1,f_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,g_0,e_0,a_0
e_1,112.86,10.47,12.8,14.52,26.12,55.45,1835.59,5621.73,3653.27,4905.13,4287.6,7915.14,21302.7,42806.53,,29716.9
d_1,10.81,118.99,14.22,16.25,19.39,61.1,1948.27,,6606.73,3368.6,6327.3,7442.65,24440.2,23405.8,30319.37,33577.48
f_1,16.57,13.26,122.31,15.35,19.55,83.63,1747.7,3154.52,3816.81,3356.12,6036.97,,18678.85,35365.34,29058.4,41849.34
c_1,13.65,10.69,12.32,126.49,38.68,67.33,2408.79,3180.33,,3174.52,4894.91,9170.45,17337.1,27365.47,34221.25,31130.47
b_1,11.39,13.26,13.22,8.8,192.76,,1379.88,2892.1,3323.57,3717.13,,5854.84,18859.95,19833.9,16437.62,26247.95
a_1,7.43,6.65,8.59,8.37,,495.34,1363.66,2350.75,2516.42,,3268.49,4874.79,9739.33,14985.4,,
h_1,6.37,5.25,6.58,6.3,11.74,30.19,3160.13,2100.97,2187.93,2623.08,2633.04,3192.53,,16104.18,11546.83,14791.36
d_0,4.97,,7.27,11.39,10.39,35.51,646.01,4155.17,1651.55,1488.55,3033.06,2763.07,8670.63,13268.06,7689.6,18585.18
c_0,5.63,5.31,7.04,,10.09,34.35,562.02,1588.13,4292.42,1291.93,4617.62,3986.25,8271.56,16201.89,11478.16,11882.04
g_1,3.1,7.11,5.33,5.39,8.97,,539.24,1365.19,1637.19,5768.58,2260.65,5057.34,5324.39,,9099.67,
b_0,4.82,5.07,5.02,5.11,,22.76,955.53,1087.33,1332.9,1262.31,6171.57,3365.75,6839.52,14121.31,11744.44,22435.08
f_0,4.97,5.84,,3.97,10.37,23.41,746.75,1674.75,1436.31,919.53,1859.22,7356.97,6564.41,9868.89,14430.36,10336.79
h_0,4.96,3.43,6.49,4.38,6.55,25.31,,1283.6,1468.99,1904.45,1707.53,2747.06,,13459.29,7039.77,9016.85
g_0,3.03,7.08,2.43,4.3,8.2,24.47,565.31,1125.23,796.24,,1175.0,3046.13,4377.52,,7529.83,8657.61
e_0,,2.69,2.61,2.91,6.77,,457.41,942.79,1086.01,1025.8,1305.79,1419.02,5938.28,8665.0,20690.93,
a_0,2.35,3.46,2.86,3.3,4.51,,445.35,796.92,1005.28,,1068.73,1761.93,6529.23,6562.75,,24015.95
