,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.31,0.91,0.91,0.91,0.81,0.4,0.35,0.45,0.33,0.36,0.38,0.3,0.29,0.28,0.33
e_1,0.77,1.0,0.91,1.06,0.94,0.77,0.55,0.44,0.46,0.58,0.4,0.42,0.42,0.32,0.33,0.35
d_1,1.1,1.1,1.0,0.79,0.98,0.73,0.52,0.6,0.33,0.62,0.42,0.47,0.35,0.36,0.39,0.25
c_1,1.1,0.94,1.27,1.0,1.28,0.6,0.48,0.34,0.45,0.3,0.4,0.42,0.38,0.32,0.29,0.32
b_1,1.09,1.06,1.02,0.78,1.0,1.3,0.51,0.46,0.57,0.43,0.45,0.4,0.4,0.33,0.35,0.38
a_1,1.24,1.29,1.36,1.67,0.77,1.0,0.75,0.76,0.67,0.56,0.65,0.47,0.54,0.64,0.49,0.42
h_1,2.41,1.84,1.9,2.13,1.91,1.34,1.0,0.79,0.94,0.89,0.96,0.78,0.63,0.63,0.51,0.66
c_0,2.92,2.19,1.74,3.04,1.98,1.34,1.28,1.0,0.84,0.96,1.33,0.93,0.69,0.82,0.85,0.67
g_1,2.23,2.1,3.02,2.22,1.82,1.47,1.07,1.2,1.0,0.94,0.73,1.15,0.71,0.92,0.68,0.97
d_0,3.04,1.7,1.55,3.43,2.25,1.81,1.12,0.96,1.06,1.0,0.86,0.73,0.71,0.76,0.62,0.76
b_0,2.99,2.54,2.22,2.68,2.3,1.44,0.98,0.77,1.31,1.08,1.0,1.03,0.89,1.33,0.87,1.09
f_0,2.9,2.36,2.22,2.35,2.52,2.12,1.3,1.05,0.87,1.25,1.02,1.0,0.92,0.85,1.28,0.59
h_0,3.62,2.29,2.83,2.79,2.5,1.88,1.49,1.37,1.43,1.38,1.23,1.04,1.0,1.11,0.96,1.26
a_0,3.42,2.9,2.7,3.07,3.16,,1.55,1.22,1.17,1.2,0.77,1.13,0.87,1.0,0.94,1.0
e_0,3.74,3.13,2.7,3.39,3.07,1.91,1.74,1.22,1.5,1.56,1.24,0.73,1.02,1.01,1.0,1.26
g_0,3.3,3.03,3.98,3.18,2.65,1.97,1.49,1.44,,1.23,0.95,1.63,0.79,1.07,0.83,1.0
