,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8509.4,8655.55,8798.59,10318.21,11238.69,53687.94,6990743.94,23670767.8,21088176.83,21012630.68,40125746.05,54319686.99,184635316.06,200707527.16,271848166.56,429779673.84
e_1,4682.05,11712.09,8649.75,11455.63,12324.53,69868.96,7760692.61,36635428.35,20468047.28,20064759.95,45199993.64,74957163.23,205170956.51,191726567.45,327084431.62,486876513.33
d_1,4295.63,5497.15,24261.34,8409.37,11434.33,64018.68,7500562.52,17400849.54,44369620.95,22389469.82,50657513.94,85313222.79,192646788.65,242185053.27,414332504.86,585321412.37
c_1,3954.83,4871.4,9522.6,24340.56,21865.73,76007.49,6738789.32,19274609.85,16445983.04,15957087.54,28440048.74,76569812.86,178175443.34,186649381.49,392814652.47,487223578.9
b_1,3767.03,5046.31,9905.88,11196.98,32116.49,122573.62,7592650.98,21439065.3,21070137.47,20233960.11,32947279.44,80478125.41,193445819.18,149544308.86,371979214.67,568257484.81
a_1,4379.3,5350.14,11956.61,10403.11,11800.01,248967.25,8414609.56,21772781.42,23772383.28,23542131.7,38745293.64,77293641.73,191974402.37,157487062.94,393037049.17,499073170.84
h_1,5680.86,5596.21,11901.7,11742.92,11341.76,56458.05,13558765.43,22032629.07,22225948.77,28709115.33,43491129.11,78222828.56,143719544.35,249549792.36,401972382.41,637438784.77
d_0,4577.58,4998.37,7470.79,18163.89,14913.66,69747.28,8202284.4,31740102.25,17629566.94,23681549.12,38460093.99,87431755.84,209336756.69,219460249.9,388863790.17,500631995.09
c_0,4753.42,6504.36,11423.34,10894.18,10424.55,72211.55,8358837.88,22201927.75,38039666.3,23316459.42,80864668.59,79172230.54,210186994.03,319391038.71,432752817.05,606274394.12
g_1,4253.39,5528.58,16193.15,11307.85,12721.89,62618.27,7729513.84,20639120.18,25236908.72,46580314.64,45722396.13,123818949.2,207663758.65,191960362.0,408007285.24,459706175.15
b_0,4991.48,5461.67,12026.89,12349.39,9328.81,72385.58,8121168.15,24947139.93,25475185.74,23942717.71,71991041.25,72070218.94,225627976.07,427291368.08,382311194.11,513458904.18
f_0,3783.5,4266.55,13009.78,11573.13,14131.18,78766.69,10160512.51,20637392.72,28766234.99,25071651.05,50670934.7,151164179.97,211700618.23,276831513.94,874472618.9,646999407.36
h_0,5382.3,5827.6,11298.39,10684.46,12806.01,77488.37,6230460.27,21680131.29,21800002.13,28877082.51,46335938.91,84222923.84,158478179.06,184701541.24,363424668.76,657113008.27
a_0,4868.75,5880.44,11388.51,11242.51,13127.89,50889.31,8631162.01,21904766.39,24888800.39,26552634.47,53080159.27,82067240.56,235424038.78,401114322.29,354088610.2,577040057.93
e_0,4841.7,4358.06,12005.39,11667.53,14888.84,80777.82,8877766.64,18449366.63,26435708.47,24646534.64,47772143.35,68115809.67,234233692.52,251142134.01,757704804.49,690139909.28
g_0,4271.76,4572.8,17016.79,10547.06,11520.72,75451.81,8620218.02,18023192.13,27791777.87,19087932.52,50343143.45,124654796.76,191249748.95,237161150.58,523680372.46,550038680.55
