,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,10940.61,3086.52,5956.15,6365.21,7289.66,20894.43,2920190.16,6318525.71,13456886.97,19035266.23,28150230.69,16346831.65,121790848.83,120948808.76,169192572.83,110554851.44
d_1,2927.67,13855.15,3278.72,4387.9,8351.0,22415.99,3396201.14,9242647.22,23636884.75,9090118.53,40073780.21,41545196.63,117030915.02,146849728.5,252291166.04,184142062.67
e_1,3314.91,3187.27,14340.3,6833.43,7382.15,20515.25,2977222.57,8961240.97,12501839.47,33237445.36,32220312.12,38255665.86,138683578.92,125730831.03,199518401.31,77254610.25
c_1,2712.14,3290.54,3184.12,26881.32,15214.63,22006.34,2831117.23,7164325.58,5649125.43,16395349.76,20726765.73,31160174.06,97759841.47,107681835.75,200125837.64,167127374.42
b_1,2716.3,3416.42,3043.6,6319.49,39972.94,44724.31,3109731.8,8189328.27,9730499.82,16696849.81,12918864.29,29668742.67,103184018.21,99510360.0,187445207.61,180815397.15
a_1,3351.23,4064.55,3877.21,5089.41,7108.86,145967.48,3255121.12,9379519.93,11610826.02,17332143.38,37803237.54,29858383.76,129348884.7,75316598.92,197326293.37,126761110.0
h_1,4781.98,4415.46,4041.79,6826.59,9078.16,26441.39,8934129.27,12720391.52,16498692.85,18389274.85,38748652.01,41249459.18,88836266.2,154836516.0,302297376.29,190276873.19
g_1,3292.83,6164.57,3638.74,6517.05,9997.71,24173.7,3837567.03,29701813.11,16569938.83,16798612.14,40465437.36,62404022.05,163294564.54,168939315.63,163959165.05,227253383.28
c_0,3805.32,5038.05,3983.62,5304.32,7420.79,28390.55,3902895.46,12461030.23,30194264.24,20326524.72,83301170.26,45558498.07,157668727.52,176959405.65,246164724.98,235817138.74
d_0,3465.51,2020.16,3934.6,14810.33,9897.3,27375.51,3537323.07,12855578.28,11103332.96,41819107.25,42642799.47,44257638.76,137400876.14,151926922.53,262008917.39,204439433.43
b_0,3609.75,5489.07,3824.64,8540.45,4366.1,18312.02,4009985.08,11863205.0,16227237.77,24529412.07,85023314.99,45642123.71,171035841.96,394047713.18,280311283.31,236170397.65
f_0,2415.0,4899.48,3820.24,7573.52,9460.47,31336.11,4014504.92,12550036.46,15436424.76,23566011.42,41639482.94,95487919.79,161729429.64,186258046.24,289227772.77,502973575.72
h_0,4275.48,4360.16,4379.3,7421.75,9425.9,28369.13,2482654.36,13868385.85,16525372.02,23934072.79,44144113.49,39195914.68,89567358.91,168035896.83,345804784.46,198098531.22
a_0,3629.33,4246.42,4198.3,8361.97,8911.04,13955.7,4113483.12,11611459.43,16449692.54,26432168.88,37302370.83,50553221.49,198464528.8,461094241.19,302285899.98,285845679.37
g_0,3194.7,6110.23,3573.22,7612.58,9331.24,25236.28,3941033.25,8182054.04,18424211.84,22586462.88,36435568.95,65739301.95,145711001.02,183627316.89,178012807.77,255423747.21
e_0,3502.31,5163.02,2820.28,7764.47,10135.19,31227.21,4280003.44,11148917.82,15768620.06,20764837.17,42471514.29,44581189.07,157322232.59,182930790.36,261219927.54,596727398.1
