,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.53,0.97,1.29,0.94,0.93,0.74,1.11,1.79,1.11,0.99,1.19,1.23,1.21,1.07,0.86,1.17
f_1,1.5,1.56,1.06,0.91,0.89,0.77,1.0,1.28,1.01,1.04,1.13,0.9,1.13,0.89,0.79,1.09
c_1,0.92,0.98,1.55,1.08,1.49,0.82,1.07,1.06,0.99,0.93,0.85,1.14,1.29,0.92,0.95,1.15
d_1,1.01,1.12,0.88,1.58,0.97,0.88,1.22,1.08,1.1,1.74,1.25,1.18,1.34,1.05,1.04,1.1
b_1,1.03,1.11,0.9,1.02,1.62,1.51,1.11,1.12,1.07,1.2,1.04,1.07,1.31,0.96,1.08,1.08
a_1,1.18,1.19,1.15,1.13,0.84,1.75,1.19,1.21,1.24,1.31,1.49,1.22,1.59,1.13,1.09,1.32
h_1,1.3,1.6,1.25,1.32,1.06,0.94,1.92,1.36,1.65,1.48,1.34,1.34,1.44,1.31,1.1,1.7
d_0,1.14,1.31,1.88,1.03,1.34,1.11,1.55,1.8,1.23,1.12,1.36,1.34,1.6,1.32,1.33,1.48
g_1,1.18,1.32,1.26,1.59,1.19,1.02,1.36,1.42,1.96,1.56,1.49,1.92,1.6,1.2,1.49,1.4
c_0,1.47,1.54,1.32,1.21,1.05,1.05,1.55,1.76,1.49,1.86,2.29,1.53,1.85,1.56,1.55,1.48
b_0,1.34,1.39,1.66,1.34,1.02,0.84,1.54,1.74,1.35,1.39,1.89,1.44,1.75,2.18,1.49,1.55
f_0,1.11,1.36,1.41,1.36,1.35,1.26,1.66,1.68,1.33,1.52,1.69,1.9,1.82,1.25,2.29,1.55
h_0,1.5,1.72,1.34,1.48,1.22,1.02,1.37,1.48,1.68,1.42,1.44,1.47,1.5,1.26,1.28,1.76
a_0,1.4,1.56,1.57,1.38,1.28,1.07,1.61,1.7,1.32,1.69,1.42,1.58,1.88,1.88,1.4,1.55
e_0,1.31,1.67,1.5,1.43,1.28,1.37,1.66,1.39,1.36,1.49,1.41,1.35,1.87,1.38,1.95,1.71
g_0,1.34,1.34,1.34,1.92,1.4,1.08,1.39,1.45,1.4,1.66,1.67,1.98,1.7,1.48,1.63,1.43
