,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,13061.64,1618.21,1692.73,1390.41,2725.71,7968.25,1559071.92,8358409.33,5607388.69,3613726.25,9981736.77,10279587.4,44271608.06,54351773.36,14302786.98,82435409.02
f_1,2260.22,15887.37,1665.89,1863.77,2472.68,7497.28,1121164.08,3722012.87,4459745.09,3741570.33,8934936.09,3237540.39,59983909.32,62402288.17,34363325.32,88684529.49
c_1,1267.9,1224.92,16534.67,1613.21,6392.18,8193.96,1261500.49,4144902.25,717730.18,3341724.91,6124534.06,11320467.77,59770248.71,58022447.18,53551586.22,100333645.78
d_1,1425.54,1426.43,1471.33,16945.42,4026.69,8391.15,1223098.77,854872.35,8050701.61,4074777.65,11285604.98,12066578.22,57082610.54,40135287.65,51999366.33,78341220.53
b_1,996.74,1982.99,1530.76,1448.77,39590.29,18388.86,1438024.31,3906662.02,5906005.92,3620445.15,1691796.46,10250902.43,51534547.23,43062265.22,41270219.24,77370306.72
a_1,1171.08,1681.52,1474.15,1796.48,2121.99,155485.12,2019596.25,4519045.77,3695116.3,3332062.64,10231966.02,12858019.63,51083510.46,10343565.71,74399467.54,82568948.77
h_1,1955.4,3648.57,2520.81,2897.41,5201.8,15591.18,9643107.33,6552730.2,7308194.86,7925406.67,15257878.64,20749574.7,42136012.87,75668775.17,138542046.93,225360526.57
d_0,2458.51,2968.74,4821.47,901.65,4702.4,15872.93,2387282.58,20424839.55,6602269.47,4981477.58,17058812.43,24659444.98,107400698.51,81559591.83,106503811.62,183490624.36
c_0,2808.2,3071.06,1680.06,2634.54,3904.09,19569.94,2726117.04,8146607.52,21319182.67,6128625.59,30642528.98,18182161.89,114779999.46,119155356.94,129535513.45,176008577.43
g_1,2186.42,1957.04,2457.96,4825.22,4482.49,17344.21,2448036.77,7745562.53,7627290.19,31187220.99,15865693.29,29997330.29,90832123.56,87120010.61,94891059.21,61310658.23
b_0,2313.04,2882.06,3395.07,3131.71,1360.25,13203.34,2495238.48,8287247.3,9187874.6,5490276.05,53679180.07,18692638.72,102999142.58,205277485.31,124449982.55,151936185.7
f_0,2132.96,1166.05,3636.01,3045.64,6076.85,18969.21,2764532.78,8524904.47,7457934.63,6261123.2,18947765.63,61684100.04,101590313.61,81154288.05,210668992.38,134747676.32
h_0,2039.01,3839.17,2863.76,3072.78,4965.68,14632.06,1005543.87,6041365.76,6693118.76,6552401.78,18927919.84,15242260.09,39620430.02,89755282.57,89252643.7,189706473.11
a_0,2100.2,2804.74,3119.86,3399.88,5163.87,,2987646.96,7297047.29,5585124.52,7787333.38,17306625.89,19298154.84,131546576.77,416362821.42,97234587.44,172226743.88
e_0,487.3,3413.71,2931.17,3208.05,6304.58,17484.54,3554648.63,8487685.88,9515256.43,7014170.0,17771172.69,23464482.29,113663903.94,104657957.16,430163695.28,177013427.23
g_0,1721.23,2710.76,2604.95,4240.76,6006.5,14058.77,2743164.87,5353989.3,6772946.78,2866780.65,18754636.07,34520498.92,81186007.9,111474348.22,124652002.1,83542099.43
