,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.92,2.99,3.52,2.57,2.85,2.74,11.44,21.32,10.92,11.56,13.37,13.59,19.31,14.14,11.59,20.64
f_1,4.4,5.92,2.96,2.52,2.8,2.53,9.96,13.69,9.83,10.89,12.59,8.73,19.65,13.44,10.25,21.34
c_1,2.4,2.65,6.97,2.45,5.35,3.53,9.37,12.6,11.53,8.26,9.05,12.69,18.73,11.83,14.78,18.7
d_1,2.61,3.15,2.17,7.18,2.57,2.58,10.48,8.91,11.04,22.5,17.08,14.25,21.28,17.16,16.93,20.6
b_1,2.7,2.77,3.12,2.82,7.7,5.39,9.15,11.17,10.1,10.72,8.57,13.96,20.28,9.64,13.87,21.27
a_1,2.7,3.05,3.03,3.14,2.55,10.37,11.57,12.81,11.11,13.8,15.18,12.81,19.23,13.17,14.28,20.91
h_1,3.14,4.0,2.75,3.06,2.63,2.53,19.94,11.83,12.34,13.73,16.04,13.44,16.94,17.25,14.93,26.92
d_0,2.51,2.95,5.11,2.29,4.02,2.95,10.93,18.89,10.55,9.87,12.57,14.01,21.65,12.82,16.6,22.43
g_1,2.72,2.99,2.91,4.58,2.78,2.51,10.99,13.64,22.03,15.06,17.47,20.55,22.11,16.74,18.8,17.82
c_0,3.24,3.24,2.2,3.35,2.23,2.91,12.55,12.96,11.8,21.61,27.96,16.2,25.67,22.54,19.04,25.12
b_0,3.07,3.2,3.06,3.32,2.25,2.73,14.03,13.98,11.85,13.69,23.31,17.47,21.18,31.23,16.17,25.86
f_0,2.37,2.49,3.51,3.4,2.98,3.91,10.63,13.63,13.43,14.82,17.47,24.49,23.46,20.53,31.37,23.35
h_0,3.23,3.82,3.06,3.09,2.98,2.89,8.4,11.53,14.11,10.99,14.76,13.78,18.5,15.21,15.6,26.17
a_0,3.34,3.01,3.58,3.25,2.7,2.43,11.53,15.21,11.79,12.76,16.32,15.54,24.88,30.14,19.29,22.34
e_0,2.35,3.11,3.3,3.27,3.41,3.01,11.34,11.76,11.66,14.15,16.9,16.37,26.56,17.54,32.13,28.21
g_0,2.79,2.56,2.61,4.69,3.37,3.22,11.52,10.83,11.02,14.06,14.41,22.66,23.09,16.9,19.1,18.75
