,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,g_0,e_0
e_1,105.83,76.02,129.9,94.26,155.36,387.91,10067.8,27918.3,24052.41,27997.65,47936.79,49535.14,130295.32,157330.37,225307.17,225333.12
f_1,97.24,119.61,100.66,90.81,129.69,353.46,9005.69,18687.5,19988.61,25855.8,34704.15,46215.92,101387.92,131003.14,202012.85,175159.21
c_1,54.33,72.68,144.31,98.33,205.47,347.25,8768.72,13821.26,18104.95,17757.54,36743.04,34347.42,112614.4,126461.76,205907.05,182876.26
d_1,61.73,84.21,76.91,149.88,122.17,307.84,8992.59,13908.32,18303.89,36507.39,38656.41,52203.86,110585.89,134991.03,205710.8,194253.51
b_1,52.02,66.08,70.71,87.47,193.18,512.17,8310.73,13865.64,18590.68,22411.74,35100.83,36686.5,95643.94,114437.9,148040.96,178910.85
a_1,41.75,45.92,60.96,72.78,76.86,421.85,6224.16,10932.54,14672.55,16953.05,29374.37,32573.54,75850.24,66989.0,125517.79,158614.76
h_1,16.76,24.47,25.04,29.68,36.16,85.27,3262.11,4188.62,6754.25,6615.09,10405.7,11157.21,27603.98,34152.13,58578.05,52033.71
d_0,12.49,16.2,34.43,19.88,34.61,73.35,2225.35,4618.51,4577.62,4166.67,8674.13,8926.99,27094.94,31879.97,44732.46,49085.91
g_1,12.18,15.24,20.87,26.87,28.1,62.76,1840.42,3491.55,6040.55,5637.09,10508.76,9404.09,21115.52,25324.56,39570.49,43337.77
c_0,13.92,16.84,18.82,19.38,22.78,63.03,2046.58,4212.79,4131.97,6464.05,8541.33,14034.17,22699.18,33930.65,40471.23,43760.04
f_0,10.28,13.28,18.62,18.61,24.93,49.06,1739.11,2960.63,3461.26,4544.58,8743.45,8732.44,22330.63,25182.17,34960.65,60114.39
b_0,10.68,14.3,18.29,15.27,19.67,48.27,1685.68,3279.29,3498.22,4025.8,6160.14,10316.08,18494.67,37344.72,31280.72,37084.64
h_0,8.75,12.45,11.72,14.61,18.13,42.33,1132.04,2127.42,3215.27,3461.23,4827.23,6332.2,13261.31,18528.73,30423.93,28084.51
a_0,7.47,9.78,12.08,10.93,15.31,39.85,1275.98,2153.07,2608.62,2848.31,4821.17,4987.73,13036.36,22333.21,22443.37,27252.98
g_0,6.56,8.11,9.21,13.41,15.56,36.28,1097.28,1756.55,2087.67,3184.88,5649.65,5362.97,10570.32,14821.05,20531.67,25623.82
e_0,5.94,8.38,11.51,12.04,13.39,28.96,1018.57,1764.33,2255.91,2631.16,3302.52,4458.18,11983.66,14742.01,21992.3,30278.36
