,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.07,10.63,8.16,10.3,7.49,7.52,2.37,3.69,3.24,2.94,2.35,,2.55,1.64,,2.15
e_1,6.54,1.07,8.6,9.33,10.7,8.48,3.63,3.61,2.79,3.05,2.14,2.52,3.11,2.17,,1.82
d_1,10.79,13.06,1.07,9.27,9.03,7.75,3.23,2.11,3.05,,2.66,2.53,2.32,2.24,2.4,1.51
c_1,10.39,9.29,10.0,1.07,10.84,10.08,3.84,2.7,,1.85,2.94,2.37,2.5,2.43,2.25,1.97
b_1,12.31,7.75,10.71,6.2,1.07,9.79,3.64,3.82,3.13,2.85,,3.84,3.15,2.71,3.83,2.19
a_1,13.19,15.22,14.04,12.34,9.9,1.07,7.41,6.2,3.53,4.26,4.34,3.55,,3.46,,2.84
h_1,17.68,14.18,14.78,13.76,15.09,12.41,1.41,6.51,4.52,2.71,4.47,4.4,3.49,,3.0,3.1
g_1,14.33,21.7,19.96,22.36,20.21,13.17,4.09,1.41,4.05,5.66,4.54,5.3,5.41,2.25,3.96,
c_0,13.66,14.9,10.22,,16.27,16.54,4.18,7.01,1.7,6.02,4.98,3.42,3.99,2.93,3.2,2.67
d_0,13.23,9.57,,14.5,16.38,10.96,7.31,6.27,4.26,1.72,4.85,3.75,3.64,3.05,2.94,4.28
b_0,17.0,21.33,17.59,21.74,,19.82,6.19,5.9,2.86,4.45,1.72,4.74,4.2,3.2,4.07,2.83
f_0,,19.15,15.43,19.99,17.52,17.23,7.27,3.76,5.15,6.29,4.75,1.77,5.56,5.76,6.2,2.83
a_0,22.35,18.83,20.99,23.79,18.15,,9.63,7.18,5.84,7.04,4.2,5.63,1.72,5.31,,4.92
h_0,17.46,17.52,17.04,14.34,13.04,13.47,,6.67,5.54,5.56,4.8,4.31,3.32,,4.48,4.7
e_0,,,25.39,27.82,15.61,,10.64,7.06,8.75,9.38,7.36,3.15,,4.34,1.69,4.75
g_0,18.25,20.8,21.78,17.54,18.82,15.33,5.66,,7.58,5.66,5.97,7.39,4.87,3.37,4.71,
