,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,103.7,10.61,19.41,15.0,19.78,93.51,2602.74,5544.14,4235.69,3274.81,7353.04,12634.52,18010.87,25724.45,,43701.54
f_1,18.32,110.9,14.01,15.83,18.65,86.2,1797.26,3885.98,5507.19,3753.04,7053.23,,19026.85,22861.67,34838.35,50053.06
c_1,10.0,13.26,133.38,18.96,27.93,71.47,1713.71,2944.0,,3968.78,6055.93,9680.05,17126.43,23991.03,36946.35,39277.5
d_1,10.78,10.93,11.8,137.2,18.03,79.81,2355.12,,5571.95,4212.76,8071.23,10131.18,19082.73,29298.22,30968.44,31315.49
b_1,10.79,11.41,13.92,15.89,159.27,99.88,1760.9,2951.89,4301.66,4521.4,,6762.3,15162.09,24395.18,20181.33,41906.65
a_1,6.02,6.34,9.76,5.8,6.96,518.85,1387.13,2278.14,2213.85,2653.64,4407.65,4096.24,,16041.3,,33735.52
h_1,3.92,7.4,6.63,6.62,9.28,37.05,3337.74,1747.36,2471.61,3272.49,3451.57,3792.62,7841.61,,13449.88,20081.06
d_0,5.0,6.16,10.51,,9.49,37.82,822.88,4105.19,2429.89,1835.69,3481.28,4016.13,6870.16,10553.04,14001.2,16381.83
c_0,5.49,4.61,,6.94,6.92,32.66,746.68,1183.95,4990.95,2437.02,6025.94,4009.81,7926.65,10230.71,10714.43,13772.83
g_1,4.29,3.86,5.78,7.58,5.88,25.48,582.18,1058.59,1454.39,6865.76,2886.29,4377.55,6759.67,7814.97,,
b_0,4.56,4.67,5.48,5.69,,26.96,697.75,997.8,1475.38,1785.42,7904.52,2795.85,11801.45,7844.82,,16714.9
f_0,3.09,,4.97,4.43,6.73,26.13,662.68,1247.51,1513.61,1364.26,3134.66,9053.18,7590.48,10356.99,16203.39,11079.64
a_0,3.11,3.34,4.43,3.93,4.27,,555.11,1243.68,1692.9,1219.28,1425.35,1744.06,15429.64,,,8484.33
h_0,3.03,4.84,5.16,4.42,5.99,21.42,,1115.72,1478.73,1991.47,2559.53,2529.6,,,12008.51,20073.26
e_0,,2.88,2.8,4.45,4.53,,582.09,949.73,1305.71,,,1513.63,,5162.25,23607.98,
g_0,2.72,3.21,3.63,6.15,5.02,15.59,521.57,768.69,1409.72,,1935.68,3806.32,5980.26,4964.3,,
