,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.68,0.14,0.07,0.09,0.07,0.08,0.32,0.28,0.36,0.36,0.41,,0.56,0.31,0.36,0.51
e_1,0.08,5.71,0.08,0.06,0.08,0.05,0.34,0.17,0.62,0.41,0.35,0.49,0.6,0.36,,0.59
d_1,0.06,0.07,6.17,0.07,0.09,0.08,0.25,0.26,,0.75,0.37,0.43,0.58,0.37,0.28,0.75
c_1,0.1,0.09,0.05,6.54,0.19,0.06,0.27,0.28,0.26,,0.27,0.4,0.6,0.45,0.3,0.48
b_1,0.08,0.07,0.06,0.08,7.76,,0.47,0.21,0.52,0.39,,0.27,0.47,0.31,0.43,0.48
a_1,0.1,0.09,0.06,0.09,,11.08,0.38,0.3,0.27,0.34,0.38,0.36,0.58,,,
h_1,0.38,0.24,0.29,0.23,0.32,0.28,13.64,1.79,1.87,1.44,1.07,1.25,,1.34,1.15,2.7
g_1,0.27,0.22,0.5,0.3,0.23,0.26,1.01,16.39,1.05,1.42,1.66,1.87,2.27,1.05,1.64,
d_0,0.45,0.31,,0.76,0.44,0.41,1.5,1.45,12.2,1.65,1.32,1.74,3.16,1.26,2.61,2.64
c_0,0.34,0.37,0.38,,0.22,0.3,1.35,1.93,1.82,12.69,3.53,1.77,3.92,1.65,1.28,3.46
b_0,0.43,0.39,0.42,0.31,,0.27,1.25,1.18,1.68,1.58,13.82,2.39,3.48,3.58,1.87,2.12
f_0,,0.29,0.43,0.42,0.29,0.44,1.35,1.06,2.65,1.49,2.62,15.24,1.97,2.59,3.5,3.16
h_0,0.69,0.54,0.72,0.63,0.43,0.52,,2.98,3.33,2.94,2.82,1.97,,2.83,2.73,5.35
a_0,0.47,0.44,0.42,0.37,0.31,,1.95,1.37,1.44,1.56,2.03,1.8,2.55,18.64,2.34,2.66
e_0,0.28,,0.28,0.3,0.35,,1.15,1.64,2.22,2.55,1.76,1.81,4.54,1.87,21.55,3.42
g_0,0.45,0.57,0.9,0.52,0.54,,1.8,,2.53,2.57,1.89,4.8,4.14,3.73,3.04,
