,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,2.18,1.91,2.35,1.71,1.61,0.74,0.92,0.76,0.72,0.76,1.37,0.56,0.66,0.6,0.64
e_1,1.34,0.67,2.29,2.12,2.33,1.93,0.84,1.03,0.8,0.79,0.79,0.97,0.6,0.88,1.69,0.47
d_1,2.39,2.39,0.65,2.21,2.11,1.82,0.94,0.65,1.85,0.78,0.76,0.63,0.55,0.66,0.73,0.4
c_1,2.03,1.86,2.69,0.65,2.77,1.95,1.04,0.89,0.5,1.23,0.68,0.74,0.54,0.62,0.6,0.63
b_1,2.81,2.29,2.25,1.24,0.63,2.78,1.21,1.15,0.9,1.03,1.67,0.79,0.71,0.69,0.67,0.78
a_1,3.2,2.82,2.36,2.42,1.53,0.57,1.64,1.32,1.08,1.13,1.41,0.96,0.85,2.56,0.85,0.92
h_1,2.52,2.99,2.43,2.58,2.6,2.14,0.6,1.52,1.03,0.85,0.86,0.93,1.41,0.98,0.87,1.06
g_1,3.15,2.88,3.12,3.3,2.3,2.55,0.96,0.57,0.98,0.95,0.91,1.25,0.74,0.87,1.01,0.77
d_0,2.8,1.87,4.48,3.07,3.41,2.54,1.35,1.55,0.67,1.11,1.0,1.02,0.83,1.02,0.93,1.0
c_0,3.52,3.35,1.78,7.9,2.78,2.75,1.83,1.32,1.31,0.64,1.2,1.0,1.01,1.22,1.26,1.06
b_0,2.84,2.67,2.87,5.0,5.33,2.3,1.43,1.43,1.2,0.67,0.62,1.1,1.07,1.3,1.02,0.84
f_0,7.9,2.71,3.19,3.46,2.78,4.01,1.54,0.89,1.19,1.03,1.1,0.6,0.88,0.94,1.46,0.78
h_0,3.74,3.32,3.33,3.61,3.2,2.89,1.87,1.4,1.59,1.0,1.03,1.07,1.77,1.1,1.01,1.11
a_0,3.78,2.85,3.7,5.49,2.95,,1.33,1.73,1.46,1.18,0.66,1.09,1.01,0.6,0.83,0.82
e_0,6.59,4.42,3.2,4.12,2.99,4.38,1.53,1.2,1.35,0.98,1.46,0.62,1.09,1.23,0.59,1.02
g_0,3.19,5.03,4.13,4.05,3.66,3.73,1.15,2.57,1.41,1.28,1.18,1.3,0.81,1.19,1.22,
