,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.04,1.11,1.47,1.78,1.48,1.09,0.57,0.61,0.55,0.44,0.44,0.5,0.36,0.44,0.46,0.36
f_1,1.6,1.04,1.42,1.5,1.3,1.11,0.46,0.56,0.47,0.44,0.43,0.49,0.29,0.34,0.41,0.37
d_1,1.83,1.65,1.04,1.48,1.36,1.25,0.51,0.44,0.62,0.55,0.5,0.44,0.34,0.44,0.4,0.24
c_1,1.41,1.75,1.99,1.05,1.97,1.42,0.64,0.59,0.35,0.49,0.41,0.48,0.39,0.42,0.4,0.35
b_1,1.84,2.13,2.07,1.16,1.05,2.15,0.69,0.66,0.52,0.69,0.62,0.52,0.45,0.5,0.44,0.39
a_1,3.16,2.87,2.45,2.46,1.5,1.06,1.07,1.05,0.98,0.92,0.97,0.84,0.71,0.98,0.72,0.58
h_1,4.38,4.84,4.88,4.59,4.35,3.41,1.25,1.75,1.34,1.46,1.27,1.48,1.18,1.03,1.15,1.08
g_1,4.98,5.07,4.66,4.83,4.6,3.62,1.57,1.25,1.57,1.51,1.42,1.54,0.94,1.25,1.34,1.11
d_0,3.64,4.91,5.88,5.98,5.0,3.85,2.04,1.89,1.34,1.31,1.36,1.45,1.23,1.37,1.3,1.27
c_0,5.58,5.41,3.58,6.61,4.53,3.5,1.88,1.81,2.59,1.32,1.75,1.64,1.18,1.6,1.28,1.05
b_0,5.78,6.05,4.62,8.25,5.77,3.89,2.1,1.96,2.24,1.14,1.36,1.59,1.52,1.76,1.43,1.36
f_0,6.01,7.19,5.68,5.7,5.46,4.66,2.19,1.59,1.86,1.66,1.76,1.33,1.41,1.68,1.6,0.92
h_0,6.66,7.53,6.7,6.64,6.49,4.8,2.85,2.59,2.15,2.04,1.85,1.69,1.72,1.8,1.55,1.52
a_0,6.57,8.01,6.89,8.18,7.01,6.23,3.0,2.69,2.12,1.79,1.39,1.99,1.62,1.4,2.01,1.51
e_0,9.31,9.83,6.69,7.48,7.28,5.49,3.11,2.48,2.47,2.27,2.27,1.42,1.84,2.19,1.41,1.36
g_0,8.27,8.34,9.47,8.56,7.75,6.51,2.62,2.8,2.61,2.63,2.31,2.49,1.6,2.35,2.2,1.98
