,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,2.38,3.71,3.44,3.59,3.48,2.07,2.14,1.82,1.54,1.57,1.93,1.41,1.46,,1.13
f_1,4.3,0.42,3.39,4.25,3.81,3.62,1.27,1.85,1.41,1.68,1.69,,0.96,1.8,2.11,1.22
d_1,4.36,3.74,0.4,3.53,3.4,3.56,1.89,1.32,,1.86,1.67,1.44,1.42,1.76,1.26,0.85
c_1,3.96,2.96,4.18,0.39,3.82,4.76,1.37,2.21,1.1,,1.84,1.6,1.29,1.14,1.6,1.83
b_1,3.7,3.69,4.21,2.24,0.37,3.41,1.89,1.98,1.55,1.76,,1.6,1.35,2.11,2.05,1.11
a_1,3.8,4.83,3.4,3.17,2.7,0.31,2.5,1.51,1.8,1.69,1.79,1.91,1.09,,,1.14
h_1,1.74,2.45,1.37,2.51,1.83,1.71,0.26,1.6,0.75,0.69,0.76,0.66,,0.72,0.6,0.74
g_1,2.05,2.15,1.98,1.62,1.59,1.83,0.7,0.24,1.14,0.72,0.77,0.93,0.59,,,
d_0,0.98,1.74,,1.65,1.55,1.48,1.04,0.82,0.29,0.65,0.94,0.63,0.5,0.91,1.01,0.73
c_0,1.54,1.51,1.02,,1.69,1.53,0.97,0.74,0.9,0.29,0.94,0.79,0.55,0.69,0.54,0.54
b_0,1.49,1.63,1.67,1.57,,2.11,0.88,0.77,0.66,0.43,0.26,0.51,0.78,0.92,0.95,0.8
f_0,1.36,,1.81,1.6,1.76,1.03,1.13,0.57,0.69,0.59,0.8,0.26,0.54,,0.74,0.61
h_0,1.33,1.43,1.11,1.25,1.27,1.52,,0.68,0.63,0.66,0.5,0.56,,0.38,0.46,0.51
a_0,1.59,1.33,1.58,2.06,1.41,,1.03,,0.71,0.77,0.39,,0.82,0.21,,0.63
e_0,,1.48,2.07,1.51,1.37,,0.73,,0.63,0.96,0.58,0.41,0.87,,0.2,
g_0,1.65,1.15,1.74,1.13,1.5,1.62,0.51,,0.48,0.67,0.46,0.65,0.42,0.49,,
