,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.05,1.15,1.98,1.88,1.54,1.31,0.63,0.62,0.69,0.48,0.49,0.59,0.38,0.44,0.58,0.39
f_1,1.89,1.05,1.8,1.65,1.66,1.38,0.5,0.53,0.64,0.45,0.51,0.55,0.3,0.38,0.35,0.41
c_1,1.42,1.74,1.05,2.17,2.04,1.49,0.71,0.35,0.61,0.58,0.43,0.49,0.41,0.43,0.41,0.41
d_1,1.94,2.06,1.7,1.04,1.69,1.53,0.62,0.78,0.52,0.54,0.51,0.48,0.41,0.43,0.43,0.25
b_1,2.19,2.41,1.29,1.98,1.06,2.2,0.84,0.59,0.8,0.72,0.84,0.54,0.52,0.59,0.53,0.41
a_1,3.12,2.95,2.95,2.53,1.48,1.07,1.09,0.85,0.96,0.78,0.9,0.72,0.69,0.81,0.58,0.62
h_1,5.21,5.88,5.33,4.74,5.09,4.43,1.27,1.53,1.93,1.4,1.42,1.37,1.33,1.16,1.09,1.23
d_0,3.92,5.22,6.41,6.68,6.15,5.57,2.4,1.42,2.15,1.53,1.48,1.57,1.41,1.26,1.61,1.43
g_1,5.54,5.99,6.08,5.53,5.43,4.54,1.65,1.96,1.28,1.46,1.75,1.75,1.1,1.47,1.52,1.36
c_0,7.21,6.92,9.01,4.13,5.98,5.01,2.4,2.57,2.08,1.44,2.16,1.86,1.65,1.56,1.86,1.33
b_0,6.23,6.71,8.9,5.67,7.54,4.68,2.41,1.99,2.28,1.19,1.42,1.68,1.57,1.82,1.67,1.26
f_0,5.85,8.63,7.04,6.19,7.04,5.98,2.66,2.23,1.73,2.06,2.18,1.45,1.63,1.54,2.04,1.13
h_0,8.02,8.82,7.71,7.59,7.05,5.39,3.37,2.46,2.88,2.05,2.35,2.08,2.12,1.77,1.77,1.68
a_0,8.7,9.64,10.04,8.9,10.16,7.98,3.4,2.64,3.35,2.56,1.68,2.52,2.21,1.61,2.13,1.63
e_0,10.87,12.43,10.01,9.03,8.14,7.7,4.43,2.52,2.95,2.5,2.23,1.54,2.39,2.07,1.57,1.7
g_0,10.13,10.75,9.83,10.46,10.65,7.68,2.98,3.03,3.83,2.86,2.77,2.83,1.87,2.41,2.25,2.28
