,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.04,1.85,1.73,1.54,1.51,1.43,0.58,0.43,0.51,0.57,0.49,0.43,0.45,0.36,0.4,0.26
f_1,1.58,1.05,1.83,1.66,1.6,1.32,0.52,0.68,0.52,0.53,0.48,0.58,0.45,0.3,0.41,0.39
e_1,1.87,1.33,1.05,2.25,1.78,1.6,0.74,0.7,0.52,0.64,0.6,0.61,0.51,0.42,0.6,0.43
c_1,2.29,2.11,1.47,1.05,1.95,1.52,0.75,0.73,0.64,0.34,0.43,0.53,0.43,0.41,0.45,0.42
b_1,2.48,2.23,2.03,1.4,1.06,2.0,0.95,0.9,0.8,0.61,0.8,0.63,0.57,0.54,0.49,0.51
a_1,2.86,3.27,2.85,2.44,1.53,1.06,1.28,1.09,0.96,0.82,0.96,0.82,0.89,0.69,0.81,0.75
h_1,4.62,5.14,4.69,4.52,4.42,3.35,1.26,1.74,1.48,1.42,1.46,1.27,1.26,1.26,1.24,1.05
g_1,6.48,5.65,5.66,5.15,4.73,4.43,1.75,1.27,1.55,1.59,1.62,1.6,1.48,1.01,1.46,1.27
c_0,4.11,6.08,6.04,8.56,5.59,5.23,2.08,2.28,1.39,2.7,1.95,1.54,1.68,1.31,1.5,1.15
d_0,7.52,5.56,4.12,7.34,5.86,5.1,2.31,2.46,1.68,1.46,1.84,1.87,1.94,1.45,1.63,1.3
b_0,5.2,6.86,5.71,8.81,7.75,5.02,2.11,2.08,1.23,2.14,1.42,1.69,1.93,1.44,1.56,1.29
f_0,6.84,8.48,6.7,7.18,7.2,5.15,2.56,1.72,2.04,2.15,1.84,1.41,1.81,1.55,2.04,1.15
a_0,7.12,7.56,7.51,8.87,8.71,8.03,3.21,2.5,1.98,2.43,1.55,2.26,1.5,1.83,2.09,1.86
h_0,7.59,8.92,8.03,7.9,7.33,6.69,3.4,2.9,2.6,2.39,2.25,2.31,1.91,2.16,1.78,1.81
e_0,8.91,13.1,9.52,8.95,8.81,6.41,3.22,2.51,2.51,2.73,2.72,1.4,2.38,2.28,1.48,1.59
g_0,10.12,9.61,9.33,8.54,8.49,6.86,2.84,3.54,3.01,3.01,2.67,2.5,2.47,1.86,2.35,2.27
