,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.5,0.67,0.85,0.64,0.6,0.5,0.81,1.28,0.66,0.74,0.83,0.9,0.88,0.72,0.53,0.81
f_1,1.05,1.52,0.64,0.68,0.59,0.45,0.63,0.81,0.71,0.75,0.81,0.49,0.72,0.68,0.51,0.84
c_1,0.64,0.77,1.54,0.73,1.08,0.45,0.73,0.66,0.65,0.34,0.53,0.7,0.82,0.65,0.66,0.76
d_1,0.72,0.72,0.52,1.55,0.69,0.57,0.76,0.6,0.79,1.37,0.93,0.82,0.88,0.79,0.74,0.72
b_1,0.66,0.69,0.61,0.66,1.61,1.13,0.86,0.8,0.75,0.84,0.5,0.73,1.02,0.63,0.75,0.83
a_1,0.77,0.88,0.93,0.74,0.48,1.75,0.92,0.85,0.68,0.77,1.1,0.81,0.91,0.44,0.8,0.92
h_1,0.79,1.3,1.03,0.94,0.79,0.67,1.75,0.83,1.14,0.89,0.98,0.78,0.96,0.85,0.98,1.38
d_0,0.83,0.92,1.6,0.48,0.89,0.82,1.28,1.61,0.98,0.78,0.98,0.99,1.22,0.74,0.97,0.96
g_1,0.97,0.86,0.88,1.37,0.78,0.66,0.95,0.93,1.82,1.08,1.09,1.34,0.99,0.86,0.94,0.83
c_0,1.21,1.04,0.85,0.85,0.69,0.85,1.1,1.28,1.0,1.61,1.74,0.97,1.2,1.09,0.88,1.01
b_0,1.03,0.91,1.24,1.02,0.65,0.57,1.16,1.15,0.91,0.89,1.65,1.06,1.13,1.69,1.07,1.16
f_0,0.87,0.86,0.99,0.94,0.91,0.8,1.28,1.14,1.04,1.31,1.19,1.71,1.29,1.01,1.75,1.07
h_0,0.91,1.45,1.01,1.02,0.74,0.7,0.91,1.1,1.3,1.14,1.17,1.15,0.99,0.99,1.04,1.4
a_0,1.15,0.95,1.06,1.11,1.0,0.37,1.11,1.32,1.04,1.15,0.91,1.01,1.27,1.73,1.11,1.14
e_0,0.67,1.34,1.17,0.95,0.9,0.85,1.35,1.19,1.12,1.29,1.14,0.97,1.45,1.04,1.74,1.2
g_0,0.85,1.04,1.05,1.48,0.86,0.74,0.95,1.05,0.86,1.2,1.25,1.54,1.4,1.18,1.18,1.0
