,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.2,0.97,1.04,1.03,0.81,0.81,0.97,0.9,1.12,0.92,0.79,0.82,0.91,0.86,0.95
e_1,0.84,1.0,0.9,1.11,0.99,1.02,1.23,1.47,0.93,1.0,1.23,1.27,1.17,1.01,1.18,1.24
d_1,1.04,1.12,1.0,0.89,1.1,0.82,0.93,1.01,1.4,0.78,0.93,1.02,1.03,1.12,0.95,0.82
c_1,0.96,0.91,1.11,1.0,1.32,0.99,0.93,0.7,0.73,0.89,0.78,0.9,0.99,0.97,0.99,1.01
b_1,0.97,1.01,0.92,0.75,1.0,1.61,1.22,1.03,1.11,1.08,1.24,1.09,1.1,0.82,1.0,1.21
a_1,1.21,0.96,1.22,1.01,0.63,1.0,1.06,0.99,0.96,1.34,1.02,1.04,0.93,1.1,1.06,0.9
h_1,1.24,0.82,1.07,1.02,0.84,0.87,1.0,0.9,0.94,1.2,0.98,0.86,1.01,0.97,0.95,1.14
d_0,1.02,0.64,0.93,1.53,1.0,1.0,1.13,1.0,1.0,1.07,0.86,1.11,1.09,0.99,1.08,1.12
c_0,1.09,1.1,0.71,1.36,0.84,0.97,1.03,1.03,1.0,1.12,1.44,0.88,1.13,1.19,1.02,1.02
g_1,0.91,0.97,1.28,1.14,0.98,0.74,0.8,0.95,0.91,1.0,1.08,1.27,0.88,0.86,0.99,1.0
b_0,1.11,0.84,1.03,1.25,0.88,0.98,0.99,1.09,0.73,0.93,1.0,0.92,1.02,1.44,0.9,0.83
f_0,1.21,0.76,0.98,1.13,0.93,0.91,1.16,0.95,1.11,0.79,1.15,1.0,1.07,1.06,1.63,0.91
h_0,1.18,0.91,0.97,1.01,0.93,1.08,0.94,0.88,0.88,1.13,0.97,0.94,0.99,0.82,0.94,1.13
a_0,1.17,0.94,0.92,1.01,1.21,0.82,1.05,0.98,0.89,1.17,0.75,0.94,1.25,1.0,0.88,1.08
e_0,1.19,0.84,1.03,1.03,1.06,0.94,1.11,0.91,0.98,0.95,1.09,0.59,1.08,1.01,1.0,1.05
g_0,1.07,0.86,1.21,0.93,0.8,1.07,0.89,0.9,0.95,1.01,1.2,1.11,0.87,1.01,0.97,1.0
