,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,11571.5,173.18,213.22,254.75,395.39,1148.64,161857.37,935771.85,481368.78,377394.05,684108.36,1805964.44,7394342.09,4555287.86,14363092.28,
f_1,242.78,14960.3,163.25,225.85,312.19,1662.76,181051.23,439331.42,643745.38,367884.39,921881.15,,7562240.43,5515104.37,12181016.1,13893851.5
d_1,125.49,223.16,15072.16,296.86,301.07,1135.36,245311.36,,864159.84,294739.69,1125192.49,2897521.96,7127854.16,4562645.88,13040206.72,6377366.25
c_1,171.57,194.83,125.39,20861.6,568.39,1938.4,204857.87,597523.77,,471758.99,615718.96,1855104.16,11408810.76,,13465867.88,11754186.76
b_1,170.9,179.21,228.67,199.8,34178.16,2496.15,200992.03,486795.22,516978.56,399213.74,,2145114.1,7870441.7,5373853.07,11395139.41,10925408.42
a_1,141.2,130.44,218.99,218.13,416.92,223337.48,201150.16,320023.22,517385.3,,,2980683.47,6492255.76,,13702955.75,
h_1,551.13,916.43,677.0,766.28,1301.9,7598.08,9079186.8,2087860.4,1872637.49,2248606.6,3243706.23,6980704.45,,17356291.35,59116959.66,41902742.0
d_0,775.47,1100.76,,2454.43,1507.91,9491.36,925922.73,15625512.69,1852353.96,2345497.5,5705037.34,11179673.97,38674414.08,17372680.67,38546841.52,44738464.23
c_0,627.71,1057.83,941.71,,1797.33,9912.58,879465.39,2457418.86,15568594.0,2573304.18,10915328.89,9235630.14,24849443.49,23295560.41,51008528.48,50617557.28
g_1,559.6,823.55,1081.02,939.03,1253.52,,682251.03,2230516.94,1957323.23,25089715.72,2413360.29,12627907.96,18632398.76,14179320.87,,45643577.67
b_0,772.5,884.89,833.9,994.5,,,960442.9,2401194.32,2547588.11,1907647.81,33124865.85,12114173.29,57667138.28,51358047.06,52084344.72,65258999.47
f_0,790.29,,958.6,1326.14,2333.55,8941.55,1148795.06,2779443.68,2573583.91,1843326.05,4410683.92,88593212.34,30957070.68,25030841.95,52615817.62,104747353.23
h_0,1162.59,2190.93,1255.0,2035.52,1863.56,8975.57,,3387879.11,5576809.79,3619909.23,4154341.59,18932742.12,,40680306.98,131830399.88,58927902.51
a_0,876.72,566.93,790.77,,2090.93,,1100507.49,2522087.78,2122990.09,2280883.25,3473059.19,10677556.58,40220739.56,282882225.58,61488462.51,74775936.89
g_0,867.58,829.33,2850.33,1563.68,3341.44,13832.81,1179781.34,3975494.3,3826179.88,,6105183.95,22296185.95,51420219.1,41576652.73,,
e_0,,884.29,943.2,1377.33,2494.0,,875102.34,1777616.09,2954281.39,1813714.39,5917949.4,12735880.74,43405169.89,32017362.09,,606495912.26
