,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,a_0,h_0,g_0,e_0
f_1,5.9,2.2,1.32,1.44,1.27,0.99,3.9,4.0,5.32,4.58,6.17,2.81,5.46,8.2,9.05,3.94
e_1,1.56,5.91,1.07,1.46,1.15,1.14,5.67,4.78,11.55,6.72,7.95,7.81,7.19,9.1,10.0,3.79
d_1,1.34,1.14,6.26,1.09,1.16,1.6,4.48,5.04,2.6,12.14,8.02,6.8,6.07,10.97,9.14,8.22
c_1,1.36,1.36,1.16,6.61,2.39,1.04,4.01,3.97,5.69,1.88,4.65,6.11,6.3,8.55,8.05,5.54
b_1,1.15,1.11,1.37,1.32,7.71,2.61,4.44,4.35,6.24,4.62,2.27,7.51,4.49,8.62,8.24,6.74
a_1,1.34,1.3,1.45,1.23,1.35,10.08,5.97,5.07,5.67,6.37,5.18,5.99,2.91,9.98,8.98,6.08
h_1,2.19,1.36,1.66,1.59,1.31,1.35,16.41,7.69,8.28,7.77,6.83,7.07,6.49,6.15,15.8,9.05
g_1,1.35,1.56,2.87,1.72,1.21,1.44,4.89,19.36,4.11,6.61,7.0,10.0,5.76,11.15,7.99,7.36
d_0,1.6,1.41,0.79,3.08,1.65,1.54,6.18,5.79,15.24,5.58,7.1,7.79,8.01,10.13,10.81,8.02
c_0,1.8,1.6,1.77,0.87,1.19,1.5,5.69,7.16,8.03,16.22,17.98,9.38,9.92,11.91,11.59,8.89
b_0,1.85,1.59,1.68,1.72,1.03,1.32,6.1,5.92,8.15,6.77,16.99,6.6,18.34,13.43,12.19,9.33
f_0,1.12,1.29,1.98,1.84,1.42,1.82,6.59,5.73,9.15,7.7,8.36,19.94,7.57,10.02,12.81,18.9
a_0,2.04,1.56,1.68,1.82,1.49,0.63,6.35,6.84,7.22,6.5,9.32,7.34,22.53,11.67,12.15,5.92
h_0,2.64,1.63,1.78,1.66,1.36,1.16,3.14,8.61,6.6,6.49,7.28,7.9,7.87,7.28,15.28,8.63
g_0,1.36,1.51,2.47,1.57,1.47,1.76,6.07,3.56,7.77,6.59,6.95,12.81,9.02,11.59,7.41,10.13
e_0,1.69,1.11,1.75,2.11,1.45,1.45,6.0,6.17,8.24,8.43,8.41,5.29,9.57,12.68,12.83,28.23
