,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.52,0.91,1.08,0.83,0.82,0.7,1.1,1.68,1.04,0.99,0.99,1.12,1.12,0.85,0.81,1.02
f_1,1.35,1.52,0.9,0.76,0.85,0.66,0.88,1.09,0.89,0.9,0.95,0.69,1.0,0.87,0.65,1.12
c_1,0.78,0.89,1.58,0.88,1.39,0.84,1.0,0.94,1.1,0.76,0.79,0.97,1.06,0.74,0.84,1.04
d_1,0.93,1.08,0.74,1.6,0.79,0.69,1.1,0.88,0.89,1.65,1.17,1.04,1.24,1.1,0.96,0.88
b_1,0.94,0.93,0.83,0.95,1.62,1.37,0.94,0.95,0.97,0.98,0.78,1.07,1.26,0.72,0.83,1.0
a_1,1.0,1.1,0.96,1.09,0.66,1.74,1.23,1.14,1.16,1.2,1.26,1.02,1.27,0.92,0.93,1.12
h_1,1.17,1.55,1.09,1.08,0.98,0.78,1.83,1.21,1.3,1.26,1.24,1.23,1.18,1.24,1.04,1.41
d_0,0.93,1.17,1.84,0.91,1.35,0.89,1.32,1.72,1.14,1.09,1.28,1.3,1.58,1.05,1.29,1.41
g_1,1.02,1.19,1.08,1.56,1.04,0.78,1.21,1.38,1.85,1.44,1.49,1.71,1.36,1.25,1.34,0.98
c_0,1.32,1.33,1.0,1.11,0.84,0.83,1.51,1.37,1.22,1.77,2.33,1.39,1.77,1.52,1.31,1.44
b_0,1.3,1.33,1.28,1.13,0.86,0.85,1.67,1.39,1.24,1.13,1.82,1.45,1.45,2.09,1.2,1.54
f_0,0.96,1.16,1.27,1.21,1.13,1.24,1.36,1.42,1.24,1.48,1.49,1.83,1.56,1.44,2.1,1.29
h_0,1.39,1.62,1.26,1.13,1.05,0.96,1.22,1.23,1.54,1.13,1.43,1.32,1.36,1.17,1.18,1.54
a_0,1.37,1.27,1.45,1.19,1.1,0.84,1.41,1.63,1.29,1.35,1.31,1.33,1.77,1.84,1.38,1.37
e_0,1.02,1.45,1.36,1.25,1.31,1.02,1.46,1.33,1.18,1.47,1.62,1.29,1.83,1.3,1.92,1.5
g_0,1.34,1.07,1.14,1.83,1.35,1.02,1.46,1.28,1.35,1.41,1.36,2.1,1.72,1.37,1.44,1.3
