,d_1,e_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,e_0,g_0
d_1,12104.17,203.44,164.06,199.04,443.2,1854.39,273117.5,,430218.77,1399456.09,1399299.01,943016.0,4908407.85,6127192.08,4233178.68,7603515.34
e_1,144.09,13344.08,152.55,252.19,436.38,1512.85,235669.75,1074854.7,534102.4,693744.89,1109867.24,1337969.39,4599629.06,4859840.32,,6923112.32
f_1,155.43,306.76,14880.59,245.16,334.48,1610.51,291935.79,549233.75,623812.29,749498.78,,1367362.39,3871144.44,4257088.35,4135997.84,7641217.93
c_1,149.7,202.83,194.56,18594.74,799.4,1347.21,198417.98,557889.8,509593.98,,1313083.9,982961.85,7372789.8,3709469.02,,11245085.19
b_1,139.08,142.02,196.32,253.31,47135.37,2596.02,294111.04,553326.16,490984.68,612229.78,1122295.27,,4700879.39,3871840.96,6944692.8,9979088.0
a_1,156.68,165.28,125.62,177.97,530.5,190535.54,230935.45,757873.68,519437.85,742166.84,1484167.06,1209740.53,4835153.83,,,8483615.61
h_1,684.19,464.35,1143.15,862.73,1776.11,3868.14,12458359.94,1817202.76,2926324.23,2693279.04,3648549.11,3848605.5,,22315842.51,24834692.56,38841791.2
d_0,,1082.36,879.8,2262.31,3423.39,9982.24,912032.21,17256577.54,1948842.58,3138872.79,5467100.15,5339695.28,24187567.95,23643565.34,31700031.47,39609527.92
g_1,768.69,494.53,525.04,721.91,1662.88,4708.01,609583.36,2047929.26,33276486.98,3172314.46,8247091.79,6468706.08,19486367.0,,23030045.47,
c_0,731.58,783.11,1058.17,,1591.91,5083.16,1535699.22,2971737.84,1948392.15,23549424.67,5540419.14,12587529.44,26181990.79,18661658.47,26108406.7,61038169.18
f_0,741.48,572.43,,1481.35,3272.19,5838.88,1278911.29,2749807.17,3533786.23,2570416.92,44548892.28,6971279.34,24226708.39,25723362.15,54981685.98,47881960.3
b_0,699.48,771.43,890.69,998.16,,5114.68,1292638.42,3354354.25,2976429.96,2721720.96,5937633.72,49322736.67,30397338.15,56332169.05,25259922.41,36296924.29
h_0,1706.07,1115.01,2175.23,1505.15,3198.6,7961.31,,4848310.35,4216025.5,3911564.21,8760920.34,10891528.69,,32881673.33,42595163.28,76508222.77
a_0,597.98,1202.6,951.42,810.85,1506.64,,1569062.97,2968826.82,,3832347.65,8012191.09,4409485.39,22589569.58,264396998.29,,38939629.46
e_0,979.33,,1114.85,,2259.79,,1100218.8,4035431.3,2938702.75,3592543.13,5747423.81,5304744.55,34327499.04,,308079199.12,45172498.73
g_0,1823.05,924.87,1210.33,1176.69,2839.49,10336.19,1821587.88,3357106.8,,6500345.66,14443591.16,10284002.16,41901059.53,40055162.85,39325456.23,
