,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.38,1.2,1.27,1.81,3.27,14.8,24.43,27.79,31.04,33.52,42.5,64.92,72.36,87.41,126.59
e_1,0.73,1.0,1.18,1.19,2.11,3.36,20.64,25.37,48.11,34.18,35.58,62.06,86.54,75.23,103.48,128.33
d_1,0.83,0.85,1.0,1.2,1.68,3.45,13.41,16.11,25.75,35.31,30.44,38.74,61.47,66.58,83.1,89.42
c_1,0.79,0.84,0.83,1.0,2.05,2.04,13.63,18.41,14.74,16.11,22.26,32.94,53.27,63.57,70.8,86.68
b_1,0.55,0.47,0.59,0.49,1.0,3.61,11.47,14.42,19.23,18.95,25.17,27.33,42.46,43.83,48.45,69.7
a_1,0.31,0.3,0.29,0.49,0.28,1.0,4.94,6.68,7.36,9.12,10.7,11.98,21.04,23.16,24.88,29.62
h_1,0.07,0.05,0.07,0.07,0.09,0.2,1.0,2.1,1.87,1.81,2.07,2.75,7.2,4.24,5.79,8.18
g_1,0.04,0.04,0.06,0.05,0.07,0.15,0.47,1.0,1.04,1.07,1.52,2.34,2.82,2.77,3.14,5.62
d_0,0.04,0.02,0.04,0.06,0.05,0.13,0.55,0.96,1.0,0.98,1.06,1.4,2.47,2.95,2.96,4.18
c_0,0.03,0.03,0.03,0.06,0.05,0.11,0.58,0.95,1.1,1.0,1.67,1.64,3.05,3.46,2.52,4.47
b_0,0.03,0.03,0.03,0.04,0.04,0.09,0.5,0.66,0.87,0.59,1.0,1.31,2.14,3.06,2.46,3.25
f_0,0.03,0.02,0.03,0.03,0.03,0.08,0.35,0.42,0.77,0.65,0.73,1.0,1.77,1.67,2.64,2.17
h_0,0.02,0.01,0.02,0.02,0.02,0.05,0.15,0.37,0.4,0.33,0.45,0.53,1.0,1.12,0.94,1.81
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.23,0.37,0.39,0.31,0.35,0.65,0.9,1.0,1.32,1.41
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.17,0.33,0.35,0.38,0.4,0.37,1.03,0.8,1.0,1.16
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.12,0.18,0.24,0.22,0.31,0.47,0.53,0.69,0.84,1.0
