,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.42,0.81,0.7,0.87,0.86,0.81,0.36,0.4,0.35,0.38,0.35,0.45,0.23,0.29,0.36,0.32
e_1,0.55,0.42,0.89,0.95,0.76,0.75,0.48,0.55,0.39,0.45,0.4,0.48,0.34,0.5,0.34,0.53
d_1,0.9,0.93,0.4,0.77,0.74,0.64,0.45,0.32,0.4,0.59,0.38,0.35,0.31,0.35,0.22,0.37
c_1,0.78,0.64,0.94,0.38,0.98,0.91,0.43,0.42,0.42,0.22,0.35,0.35,0.32,0.37,0.3,0.35
b_1,0.88,0.97,0.87,0.48,0.35,0.98,0.41,0.46,0.42,0.36,0.49,0.34,0.35,0.35,0.38,0.36
a_1,0.96,0.89,0.88,0.91,0.45,0.3,0.47,0.45,0.36,0.35,0.51,0.33,0.34,0.62,0.31,0.36
h_1,0.77,0.69,0.7,0.72,0.75,0.7,0.25,0.43,0.29,0.35,0.31,0.34,0.34,0.29,0.31,0.33
g_1,0.83,0.66,0.79,0.71,0.71,0.7,0.29,0.22,0.33,0.33,0.34,0.33,0.24,0.31,0.3,0.38
c_0,0.79,0.74,0.46,1.11,0.78,0.71,0.44,0.43,0.25,0.37,0.38,0.33,0.28,0.35,0.27,0.3
d_0,0.73,0.44,0.95,0.95,0.77,0.87,0.4,0.47,0.37,0.25,0.31,0.34,0.28,0.29,0.3,0.33
b_0,0.74,0.72,0.56,0.93,1.1,0.6,0.38,0.4,0.2,0.4,0.23,0.34,0.27,0.47,0.26,0.3
f_0,1.07,0.69,0.67,0.67,0.84,0.68,0.39,0.32,0.31,0.3,0.32,0.23,0.28,0.29,0.18,0.39
h_0,0.83,0.66,0.65,0.73,0.69,0.61,0.46,0.42,0.33,0.36,0.3,0.34,0.37,0.3,0.3,0.28
a_0,0.9,0.58,0.67,0.71,0.96,0.89,0.43,0.36,0.32,0.39,0.18,0.33,0.26,0.2,0.27,0.34
g_0,0.79,0.71,0.75,0.81,0.67,0.59,0.31,0.5,0.27,0.33,0.3,0.4,0.21,0.32,0.33,0.29
e_0,0.89,0.82,0.71,0.74,0.73,0.67,0.34,0.31,0.29,0.31,0.31,0.17,0.28,0.28,0.32,0.19
