,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.39,1.2,0.81,1.24,1.02,0.81,2.09,1.78,3.48,1.86,1.91,2.09,2.81,1.72,1.19,2.35
f_1,1.75,2.4,0.91,1.05,0.84,0.72,1.85,1.59,2.24,2.12,1.49,2.05,2.67,1.64,1.33,1.93
d_1,1.03,1.14,2.5,0.83,1.0,0.81,2.09,1.93,1.46,3.65,2.03,2.42,2.88,1.99,1.89,2.58
c_1,0.96,0.99,1.08,2.52,1.69,0.86,1.89,1.59,2.14,1.37,1.89,1.45,2.75,1.7,1.7,2.44
b_1,0.95,1.02,1.12,1.02,2.53,1.61,1.83,1.76,1.93,2.05,2.23,1.55,2.63,1.4,2.02,2.56
a_1,1.04,1.22,1.15,0.97,1.0,3.03,2.04,2.07,2.11,2.57,2.14,2.02,3.17,1.3,2.3,2.15
h_1,1.05,1.4,1.24,1.18,0.96,0.87,3.44,2.1,2.25,2.05,1.99,2.03,2.34,1.79,2.04,3.56
g_1,1.05,1.01,1.53,1.15,1.15,0.8,2.25,3.76,2.05,2.56,3.11,1.86,2.58,1.78,2.2,2.33
d_0,1.09,1.2,0.84,1.85,1.16,0.94,1.9,1.86,3.35,1.73,2.03,2.0,2.78,1.84,1.74,2.32
c_0,1.26,1.19,1.18,0.87,0.95,0.89,2.47,2.12,2.41,3.45,2.18,4.03,2.86,2.46,1.9,2.78
f_0,0.89,0.97,1.17,1.31,1.31,0.98,2.45,2.24,2.2,2.12,3.69,1.94,3.24,2.0,3.78,3.24
b_0,1.11,1.21,1.16,1.3,0.97,0.62,2.21,2.19,2.32,2.39,2.25,3.63,3.16,4.15,1.95,2.77
h_0,1.17,1.48,1.26,1.1,1.0,0.86,1.59,2.67,2.25,2.16,2.14,2.09,2.16,2.07,1.74,3.26
a_0,1.22,1.22,1.15,1.24,1.24,0.74,2.16,2.09,2.41,2.25,2.53,2.36,2.64,3.72,1.96,3.03
e_0,0.85,1.33,1.32,1.1,1.07,0.94,2.61,2.03,2.33,2.64,2.14,2.42,3.17,1.99,3.84,2.65
g_0,0.78,1.11,1.71,1.13,1.11,0.97,1.78,1.55,1.64,2.36,3.17,2.04,2.85,1.72,2.46,2.1
