,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,99.49,52.81,84.55,72.76,122.94,299.79,11565.24,29964.94,14988.48,20575.79,30009.07,40741.24,92661.06,112769.71,113267.49,211312.01
f_1,75.5,117.98,57.95,69.65,91.55,342.29,8243.35,15449.64,13104.71,15912.85,25902.03,20833.23,69748.77,79642.32,79792.55,181312.71
c_1,39.31,60.62,123.69,73.84,168.88,322.5,11068.39,12863.46,15421.58,10092.51,19509.5,32000.81,74982.44,89810.99,109046.38,160457.79
d_1,42.12,59.89,51.31,146.6,98.75,260.47,9404.74,9802.64,14276.83,26600.9,29441.09,29632.16,73719.15,105806.34,109518.0,172116.41
b_1,32.1,47.15,45.85,61.36,199.92,491.29,7695.02,12345.76,12810.39,16464.33,16984.38,26576.91,66828.46,60073.07,93344.77,181735.02
a_1,32.02,36.22,29.96,46.76,50.7,507.07,7199.8,9703.07,9242.6,9852.08,16095.63,15185.12,47346.18,33443.15,68623.17,110157.61
h_1,11.29,19.51,14.4,17.12,27.6,72.86,4123.3,3850.26,5088.9,3649.91,6296.85,8101.66,15416.16,24780.63,26708.62,52033.36
d_0,8.02,12.14,23.25,12.83,23.25,66.24,2325.4,4919.2,3679.07,3005.8,6200.93,7017.05,16366.83,18839.42,27755.52,48849.98
g_1,9.44,11.59,12.49,23.24,22.39,63.68,1789.41,2756.45,5718.46,4330.19,5444.57,9260.22,17536.52,16148.25,28721.59,34377.97
c_0,9.37,13.89,10.95,15.96,17.9,72.91,2474.65,3989.03,3058.62,5453.31,9902.64,8028.29,18896.94,24007.8,27223.59,45778.35
b_0,8.99,11.88,13.39,14.53,13.37,52.3,1919.79,3140.39,3451.53,2956.58,7265.53,6536.33,15287.39,30208.09,22992.26,37407.49
f_0,6.66,8.06,12.13,15.46,20.05,57.38,1795.37,2890.62,2743.57,3162.98,4870.5,8526.7,14998.76,19753.13,34563.66,33783.4
h_0,6.26,10.72,8.33,12.1,12.93,46.22,1022.72,2334.23,2528.77,2400.66,3744.98,4169.74,8878.16,12595.87,15734.75,37026.27
a_0,5.7,8.93,7.93,8.96,11.89,36.1,1167.21,2236.05,1934.1,2428.14,3114.71,3687.14,10972.6,19410.05,15593.89,24470.29
e_0,4.01,7.82,7.72,9.23,13.71,42.31,1203.96,1784.59,1888.24,1787.33,3271.37,3043.33,10400.64,9726.47,22494.19,23936.9
g_0,4.44,5.72,6.06,11.51,9.92,34.8,1078.03,1433.68,1340.35,2006.27,2721.35,4750.28,7375.34,9262.22,12158.2,16592.93
