,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.41,0.64,0.52,0.67,0.52,0.55,0.25,0.33,0.29,0.24,0.28,0.32,0.19,0.25,0.23,0.22
e_1,0.43,0.4,0.62,0.74,0.66,0.55,0.3,0.37,0.31,0.26,0.29,0.34,0.24,0.29,0.33,0.23
d_1,0.68,0.7,0.39,0.57,0.5,0.55,0.31,0.23,0.35,0.3,0.28,0.26,0.21,0.23,0.24,0.17
c_1,0.56,0.47,0.75,0.39,0.74,0.53,0.33,0.32,0.19,0.31,0.25,0.27,0.21,0.25,0.24,0.23
b_1,0.69,0.59,0.65,0.39,0.36,0.65,0.35,0.32,0.25,0.36,0.33,0.27,0.25,0.28,0.26,0.26
a_1,0.72,0.66,0.6,0.59,0.39,0.3,0.37,0.33,0.31,0.3,0.36,0.25,0.25,0.34,0.25,0.25
h_1,0.6,0.58,0.57,0.52,0.55,0.52,0.23,0.32,0.28,0.23,0.23,0.24,0.23,0.23,0.26,0.24
g_1,0.57,0.55,0.62,0.58,0.55,0.53,0.26,0.22,0.25,0.25,0.24,0.29,0.18,0.24,0.28,0.19
d_0,0.51,0.41,0.64,0.69,0.7,0.53,0.32,0.36,0.23,0.25,0.24,0.26,0.24,0.27,0.29,0.22
c_0,0.66,0.66,0.39,0.77,0.56,0.51,0.37,0.29,0.35,0.21,0.31,0.24,0.23,0.28,0.28,0.21
b_0,0.58,0.52,0.49,0.77,0.69,0.53,0.35,0.3,0.28,0.16,0.2,0.26,0.23,0.27,0.26,0.21
f_0,0.66,0.52,0.55,0.59,0.58,0.59,0.33,0.22,0.28,0.26,0.25,0.19,0.21,0.23,0.31,0.16
h_0,0.66,0.56,0.57,0.61,0.49,0.51,0.33,0.31,0.26,0.23,0.24,0.24,0.25,0.24,0.24,0.22
a_0,0.59,0.54,0.57,0.6,0.56,0.6,0.32,0.3,0.3,0.22,0.17,0.24,0.2,0.19,0.25,0.22
e_0,0.76,0.6,0.54,0.57,0.51,0.59,0.3,0.22,0.25,0.22,0.25,0.15,0.19,0.23,0.18,0.18
g_0,0.58,0.57,0.57,0.56,0.53,0.52,0.27,0.35,0.29,0.26,0.25,0.27,0.17,0.24,0.25,0.25
