,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.12,2.46,4.5,4.99,4.35,4.23,1.33,1.64,1.01,0.9,0.83,1.32,0.71,1.12,1.78,0.85
f_1,3.7,1.12,3.98,4.38,4.39,3.9,0.91,1.48,0.92,0.75,0.92,1.45,0.51,0.77,0.98,0.88
d_1,5.82,4.5,1.12,4.96,4.31,4.11,1.16,0.8,2.67,1.0,0.98,0.91,0.63,0.95,0.86,0.39
c_1,3.92,5.48,6.2,1.12,5.1,5.6,1.58,1.51,0.55,1.61,0.99,1.0,0.73,0.88,0.9,0.7
b_1,6.09,6.68,6.08,2.88,1.13,7.19,1.68,1.66,1.23,1.81,2.46,1.09,0.83,1.21,1.01,0.93
a_1,11.52,8.95,7.66,10.04,4.85,1.14,3.02,2.86,2.64,2.36,2.12,2.17,1.39,4.36,2.34,1.23
h_1,15.71,16.99,16.97,17.03,16.71,12.9,1.78,4.94,3.01,3.27,3.26,3.99,3.28,3.04,3.66,2.11
g_1,21.68,18.26,15.42,18.88,18.48,16.09,3.9,1.75,4.24,3.84,3.56,3.72,2.34,4.03,3.43,3.34
d_0,9.99,19.12,32.47,18.99,20.83,17.9,5.83,5.55,2.15,3.7,3.65,3.72,2.76,4.15,3.43,3.51
c_0,19.11,21.36,9.68,40.18,19.94,15.8,5.5,4.74,7.03,2.24,3.95,4.34,2.67,4.32,3.59,2.83
b_0,19.52,21.74,18.25,39.67,28.48,18.86,6.21,5.01,5.61,2.35,2.28,3.91,3.51,3.99,4.0,4.55
f_0,28.97,46.82,21.51,20.62,20.67,19.71,6.59,4.11,4.52,4.12,4.72,2.13,3.04,5.44,3.88,1.95
h_0,27.67,28.53,26.59,25.27,27.1,23.08,13.64,7.7,6.21,5.47,5.1,4.76,6.0,5.3,5.19,4.06
a_0,24.08,33.5,33.44,34.44,36.25,42.78,10.47,8.42,5.61,4.78,2.99,5.82,3.71,2.38,7.68,4.16
e_0,51.5,50.72,26.59,31.34,34.46,25.42,11.24,8.33,6.89,6.11,6.18,2.85,4.47,6.55,2.37,3.92
g_0,39.87,39.27,33.77,39.17,38.23,38.98,7.96,11.93,8.19,6.91,6.84,6.84,3.38,8.06,6.3,6.36
