,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,6.19,2.33,1.73,2.83,2.33,1.98,7.97,7.53,18.18,11.13,11.04,11.66,15.6,7.83,15.5,12.47
f_1,3.97,6.34,2.07,1.92,2.25,1.65,7.91,7.15,9.59,10.31,6.14,10.92,15.52,6.96,12.17,10.75
d_1,2.24,2.55,6.57,1.65,2.01,2.09,9.47,8.19,7.4,19.01,11.5,13.45,14.99,12.01,19.29,13.52
c_1,1.68,2.22,2.16,6.53,3.71,2.53,7.78,8.1,10.23,5.07,9.98,7.66,15.27,10.22,13.06,10.62
b_1,2.03,2.25,2.29,2.27,7.24,4.35,7.5,8.15,10.72,9.25,8.46,5.62,17.35,10.42,14.34,8.3
a_1,2.22,2.35,2.28,2.21,2.28,10.52,9.08,8.25,10.03,11.24,11.84,11.19,16.01,11.66,17.96,7.72
h_1,2.16,3.16,2.67,2.49,2.1,2.27,17.94,10.89,9.6,11.45,10.85,12.16,13.39,9.82,22.4,12.1
g_1,1.94,2.06,3.7,2.81,2.18,2.3,8.27,20.44,9.19,12.53,17.16,13.15,17.85,13.48,16.76,12.18
d_0,2.21,2.32,1.35,4.73,2.55,2.37,8.71,9.09,18.33,7.86,12.02,9.41,16.0,11.15,15.79,11.22
c_0,2.49,2.68,2.83,2.11,1.72,2.26,9.9,10.7,12.37,19.42,14.45,22.58,19.06,12.67,17.77,15.75
f_0,1.72,1.83,3.15,2.77,2.49,2.78,9.48,8.44,11.5,12.05,20.97,12.5,16.06,28.04,20.03,14.41
b_0,2.39,2.67,2.57,2.64,1.72,2.15,9.72,9.78,11.42,11.11,13.85,21.58,20.7,12.81,19.39,26.74
h_0,2.47,3.41,2.76,2.44,2.12,2.26,7.11,12.56,11.2,9.57,12.31,10.81,13.22,11.5,23.03,13.11
e_0,1.54,2.49,2.98,2.8,2.41,2.95,10.52,11.1,12.13,11.86,10.79,12.02,18.92,29.65,19.02,12.2
g_0,2.06,2.23,3.86,2.39,2.14,2.4,10.01,7.91,9.52,12.35,18.78,12.85,15.72,15.59,16.48,11.75
a_0,2.24,2.69,3.09,2.68,2.12,1.78,10.2,11.14,9.75,11.3,11.46,13.49,21.38,13.4,16.53,28.54
