,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.41,1.8,1.2,1.23,1.15,0.96,2.01,2.63,2.35,2.57,2.51,1.71,3.29,2.89,3.29,2.19
e_1,1.16,2.44,1.15,1.41,1.21,1.19,2.32,4.5,2.47,2.53,2.96,3.24,3.55,2.54,3.84,2.57
d_1,1.43,1.22,2.52,0.98,1.23,1.15,2.29,1.75,2.21,4.45,2.87,2.67,3.25,3.24,2.95,3.0
c_1,1.2,1.1,1.33,2.58,1.94,1.1,2.19,1.95,2.35,1.44,2.08,2.9,3.14,2.78,3.05,2.46
b_1,1.22,1.17,1.15,1.14,2.71,2.34,2.51,2.7,2.28,2.55,1.83,2.51,2.75,2.07,3.4,2.71
a_1,1.4,1.29,1.29,1.38,0.85,3.35,3.41,2.75,2.84,2.36,3.4,2.38,3.93,2.19,2.99,2.86
h_1,1.71,1.31,1.52,1.46,1.21,1.04,4.09,2.35,3.27,2.53,3.0,2.63,2.99,2.54,4.49,2.96
d_0,1.26,1.0,0.91,2.46,1.55,1.47,2.92,4.06,2.32,2.22,3.14,2.99,3.25,2.54,4.26,3.86
g_1,1.37,1.28,1.95,1.18,1.28,1.1,2.24,2.66,4.55,3.35,2.92,4.46,3.85,3.34,2.91,2.97
c_0,1.46,1.52,1.23,1.26,1.13,1.44,2.63,2.97,2.61,4.18,5.23,3.35,4.33,3.51,3.9,3.34
b_0,1.41,1.39,1.54,1.63,1.04,1.11,2.75,2.83,2.61,2.67,4.22,2.75,4.25,5.22,3.48,3.49
f_0,1.17,1.06,1.52,1.49,1.5,1.39,2.81,3.18,2.45,2.97,3.64,4.44,4.15,3.7,3.14,6.0
h_0,1.74,1.34,1.5,1.3,1.39,1.14,1.94,2.79,2.99,2.76,3.0,2.63,2.75,3.06,4.5,2.81
a_0,1.27,1.47,1.53,1.47,1.56,1.18,3.12,2.9,2.56,2.48,2.55,3.01,3.58,4.86,4.48,2.69
g_0,1.24,1.12,1.93,1.57,1.23,1.26,2.55,2.78,2.12,2.75,3.21,4.4,2.99,2.8,3.13,3.21
e_0,1.47,0.88,1.32,1.67,1.53,1.52,2.67,2.81,2.67,2.8,3.54,2.73,4.77,3.17,3.9,5.3
