,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.05,1.18,1.69,1.89,1.73,1.46,0.64,0.76,0.5,0.59,0.55,0.58,0.38,0.46,0.56,0.42
f_1,1.93,1.05,1.62,1.7,1.6,1.24,0.53,0.64,0.47,0.51,0.48,0.47,0.31,0.43,0.4,0.38
d_1,2.1,1.94,1.05,1.63,1.62,1.46,0.73,0.47,0.61,0.76,0.53,0.45,0.36,0.44,0.46,0.27
c_1,1.54,1.94,2.42,1.05,2.22,1.72,0.71,0.64,0.65,0.38,0.52,0.5,0.43,0.53,0.43,0.37
b_1,2.09,2.36,1.99,1.25,1.06,2.41,0.93,0.78,0.8,0.63,0.79,0.58,0.56,0.46,0.5,0.45
a_1,2.87,3.5,2.49,2.77,1.41,1.06,1.11,0.99,0.84,1.04,0.95,0.7,0.7,1.11,0.7,0.64
h_1,4.83,4.93,4.66,5.21,4.13,3.36,1.25,1.86,1.31,1.37,1.39,1.26,1.19,1.23,1.02,1.25
g_1,4.9,5.68,6.0,5.82,5.54,4.64,1.61,1.28,1.75,1.65,1.48,1.59,1.09,1.3,1.35,1.32
c_0,6.38,6.8,3.91,8.33,5.08,4.5,2.39,1.93,1.38,2.38,1.97,1.61,1.3,1.51,1.42,1.21
d_0,4.08,5.69,7.07,6.95,6.28,4.47,2.34,2.44,1.69,1.43,1.9,1.67,1.47,1.38,1.42,1.54
b_0,5.67,6.5,5.65,8.15,6.81,4.73,2.28,2.28,1.14,1.73,1.39,1.61,1.34,1.81,1.54,1.22
f_0,6.22,10.17,7.41,6.82,6.68,5.78,2.64,1.84,2.06,2.11,2.01,1.49,1.77,1.68,2.02,1.05
h_0,8.22,9.86,8.0,8.08,6.77,6.33,3.62,2.92,2.46,2.52,2.45,2.04,2.08,1.93,2.04,2.07
a_0,7.51,8.64,8.18,8.62,10.48,6.7,3.05,3.11,2.16,2.61,1.5,2.4,2.06,1.52,2.37,1.58
e_0,9.29,10.92,8.87,8.56,8.51,7.69,3.85,2.81,2.85,2.67,2.89,1.62,1.97,2.05,1.56,2.11
g_0,8.45,10.03,10.51,9.42,9.0,6.68,2.89,3.7,2.83,2.51,2.97,3.16,1.68,2.41,2.4,2.44
