,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,102.0,97.67,57.19,79.48,108.41,270.58,8057.17,13876.71,16490.77,23912.93,27270.85,30387.17,94110.38,112851.02,146633.4,95548.39
e_1,45.18,117.51,56.09,106.08,101.87,335.37,9056.79,12571.01,17706.21,36969.57,28218.48,39752.6,98758.64,104088.26,161801.71,101132.3
d_1,57.56,54.75,118.37,72.15,96.66,330.41,8730.96,14158.16,27934.22,18442.81,32586.74,36173.0,94853.05,98156.0,143579.05,133654.15
c_1,44.45,43.7,55.24,159.51,143.89,236.34,6907.68,10126.51,8463.87,15774.61,19374.11,33297.21,67289.8,72806.73,132523.89,109012.64
b_1,37.91,49.19,50.12,60.58,189.35,428.34,8254.72,10992.14,15527.98,17622.56,18592.06,28324.97,85039.57,62880.61,120919.29,103568.6
a_1,34.18,31.22,34.95,51.77,47.37,478.87,5056.16,8071.69,8527.93,14272.51,20178.32,21951.39,62375.22,46860.32,83605.52,90186.03
h_1,15.83,12.81,16.97,22.43,22.58,78.18,3525.0,4336.1,4670.03,5584.77,8242.65,8332.63,20539.44,25393.04,51337.19,36148.33
g_1,8.7,12.58,18.01,19.42,21.94,63.81,1726.61,5162.01,3905.0,3946.62,6643.22,11156.1,18323.76,21847.21,27428.88,28977.09
c_0,11.0,12.06,11.55,14.43,19.12,81.48,1963.22,3222.33,5128.67,5308.13,10531.6,9691.37,21573.88,26097.42,35566.18,31055.12
d_0,8.77,9.84,8.66,29.73,21.68,55.49,1636.94,3160.16,2643.67,6002.33,5694.68,7087.86,16549.71,19611.64,28608.96,29962.42
b_0,9.66,10.02,10.49,16.68,15.74,50.15,1682.2,2884.19,2752.33,4097.52,7713.82,7037.2,18335.46,33327.36,30185.12,29076.1
f_0,6.44,7.6,10.09,14.72,17.38,62.54,1829.59,2182.0,2987.83,3951.99,5483.92,9161.51,16055.68,18674.98,26639.13,41997.29
h_0,8.12,7.23,8.11,10.84,12.64,39.72,956.56,2217.49,2175.74,2829.12,3695.17,5031.19,9410.68,15395.17,25109.48,13178.33
a_0,6.01,6.87,8.38,10.27,13.37,28.04,1170.11,1850.4,2008.56,2554.71,3383.15,4622.12,12105.11,20340.93,20430.17,17069.69
g_0,5.28,5.69,9.11,8.99,10.73,38.13,988.31,1394.36,1953.35,2422.8,3198.43,5319.34,9117.58,11479.22,13302.65,19710.02
e_0,6.22,4.06,7.36,10.47,11.68,32.93,1039.18,1644.54,1878.52,2365.99,3034.05,3693.3,12566.38,12192.54,15019.08,25364.15
