,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.71,0.89,1.12,0.97,0.82,0.52,0.57,0.51,0.44,0.38,0.44,0.34,0.38,0.35,0.36
f_1,1.42,1.0,0.9,0.95,0.88,0.62,0.37,0.45,0.39,0.37,0.36,0.35,0.3,0.29,0.33,0.21
d_1,1.11,1.11,1.0,0.91,0.87,0.74,0.52,0.54,0.34,0.57,0.51,0.39,0.38,0.32,0.26,0.28
c_1,0.89,1.06,1.11,1.0,1.28,0.71,0.53,0.33,0.44,0.33,0.33,0.34,0.34,0.32,0.33,0.32
b_1,1.03,1.14,1.14,0.79,1.0,1.12,0.57,0.5,0.48,0.47,0.39,0.46,0.37,0.33,0.34,0.43
a_1,1.21,1.62,1.35,1.4,0.88,1.0,0.65,0.61,0.7,0.57,0.72,0.58,0.52,0.57,0.4,0.42
h_1,1.88,2.65,1.95,1.86,1.79,1.45,1.0,1.0,1.07,0.86,0.65,0.74,0.71,0.65,0.99,0.71
d_0,1.76,2.14,1.91,3.01,2.08,1.63,1.01,1.0,0.95,0.76,0.91,0.87,0.89,0.67,0.75,0.7
g_1,2.06,2.34,2.95,2.3,2.1,1.52,0.95,1.02,1.0,0.9,0.9,1.12,0.73,0.77,0.78,0.84
c_0,2.23,2.57,1.75,3.05,2.15,1.73,1.17,1.29,1.1,1.0,1.47,0.98,0.95,0.86,0.77,0.78
b_0,2.67,2.74,2.1,2.97,2.39,1.34,1.5,1.06,1.12,0.69,1.0,1.09,1.01,1.22,0.79,0.68
f_0,2.29,2.79,2.58,2.97,2.21,1.8,1.34,1.2,0.87,1.04,0.91,1.0,0.92,0.79,0.74,1.17
h_0,2.91,3.36,2.66,2.77,2.79,1.87,1.45,1.17,1.38,1.04,1.0,1.02,1.0,0.83,1.02,0.88
a_0,2.75,3.26,3.13,3.25,3.03,1.8,1.51,1.48,1.31,1.16,0.8,1.17,1.26,1.0,1.26,0.96
g_0,2.93,3.13,3.74,2.97,3.18,2.28,1.03,1.34,1.35,1.37,1.22,1.36,1.01,0.87,1.0,1.12
e_0,3.04,4.94,3.38,2.94,2.55,2.04,1.49,1.36,1.35,1.33,1.43,0.81,1.13,1.02,0.97,1.0
