,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,8955.69,4266.16,5904.2,8860.54,12969.46,53848.71,5188471.17,9465358.77,25638040.95,20337957.45,38200456.37,36295922.19,164887697.05,176799102.86,456067404.85,281597656.88
f_1,5677.1,10443.14,6127.6,6410.81,12110.62,58848.13,4504120.04,9852417.07,14490601.54,17256700.67,38775341.83,19903865.92,163375126.79,164592152.76,337574587.91,282760937.25
d_1,3317.08,4231.43,19950.44,5887.68,11761.25,64515.85,5889184.26,10697288.61,9782567.65,35790050.63,45044334.84,40526556.4,179533704.26,179905417.15,455497920.82,411206052.15
c_1,3070.39,3609.08,6204.49,20736.17,26429.26,52218.96,5045304.22,10557437.95,14517428.21,12102686.32,23270799.55,37793453.35,152664886.01,171802515.66,345928667.23,374006257.97
b_1,3159.97,4403.08,6747.27,5869.84,48951.11,128508.32,4846345.25,9716782.22,11419592.79,20107780.83,21397182.16,35699567.02,169677008.34,131417509.24,356669649.65,375282741.71
a_1,3469.69,3883.34,7805.59,6199.39,14655.04,322917.39,5470584.63,9640726.41,14672760.07,23079288.82,32843872.66,42152086.34,201211020.99,105697108.58,476337825.85,456620991.46
h_1,3556.99,5673.53,7490.29,7523.66,15734.42,52420.0,11380604.14,15910870.51,15376030.85,18583257.15,43712859.47,37097259.36,142764302.75,216191816.41,595537700.86,397284913.43
g_1,3210.01,3865.34,11210.36,7029.96,13579.05,67068.8,5978029.1,27474410.67,11564013.65,18591652.45,40999442.88,62147091.91,181842477.13,193910106.07,399325681.19,526773794.78
d_0,3426.18,4086.82,4928.75,13691.26,17523.0,58663.25,5533389.08,10365555.92,24659001.36,17417445.99,35952578.56,38506123.23,211753909.17,191140486.13,447176959.37,469732960.74
c_0,3992.75,5095.49,7160.41,6546.75,11298.19,74404.44,5856721.69,12205561.33,17774881.67,37194728.85,78436274.73,39812980.76,198942583.34,215119023.92,514840077.99,540955310.58
b_0,4020.9,4762.16,7991.2,8919.88,9539.63,42419.52,6795421.79,14182810.52,16694042.33,22234000.68,75192434.44,46303488.59,178383725.46,409551845.71,533089805.61,494529380.1
f_0,3324.5,3265.94,7904.7,8668.86,15481.05,71778.6,6490825.4,13511765.27,15680424.92,23241457.73,44125028.92,81342887.51,222035336.14,233028541.72,614268242.7,883566063.2
h_0,3810.9,6122.34,7741.86,7107.45,14798.15,65464.93,4179873.86,15477960.34,12540942.68,21263231.03,41528838.91,38657847.46,122659377.25,192890479.81,712707084.71,425173994.41
a_0,3738.8,4653.55,8539.84,9098.04,13118.15,41133.19,6285851.97,12078533.49,16920711.16,24198833.26,46509706.35,46201456.49,220764617.82,454865581.11,519251192.49,445565956.93
g_0,3603.85,4503.73,11028.95,7197.76,12300.7,74006.52,5336170.05,10042262.99,11994921.45,21536821.38,46245247.19,60937642.52,183478301.72,228667977.69,430168565.37,491799049.79
e_0,2404.12,4396.89,8326.56,8332.31,16641.75,74771.11,6628605.34,13826510.15,16278152.51,24171660.22,41359551.65,42775292.69,212757713.64,241693368.83,515294749.83,1007637352.06
