,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.27,0.9,0.92,0.97,0.7,0.58,0.68,0.59,0.66,0.56,0.61,0.52,0.6,0.54,0.44
e_1,0.79,1.0,0.98,1.21,0.92,0.88,0.81,0.68,0.64,0.88,0.68,0.72,0.61,0.61,0.64,0.67
d_1,1.1,1.02,1.0,0.84,0.91,0.88,0.67,0.6,0.88,0.67,0.69,0.63,0.59,0.53,0.48,0.54
c_1,1.07,0.83,1.15,1.0,1.33,0.81,0.7,0.65,0.6,0.46,0.53,0.62,0.6,0.52,0.61,0.54
b_1,1.07,1.08,1.09,0.77,1.0,1.28,0.85,0.72,0.78,0.66,0.65,0.63,0.68,0.53,0.6,0.59
a_1,1.44,1.14,1.15,1.22,0.78,1.0,0.85,0.85,0.67,0.82,0.87,0.66,0.74,0.72,0.64,0.74
h_1,1.72,1.25,1.55,1.4,1.17,1.12,1.0,1.14,0.9,0.89,0.98,0.8,0.83,0.8,0.91,0.82
g_1,1.49,1.44,1.71,1.49,1.4,1.17,0.86,1.0,0.96,0.77,0.93,1.13,0.71,0.82,0.79,0.79
c_0,1.73,1.48,1.16,1.73,1.34,1.45,1.11,1.03,1.0,1.15,1.34,1.03,0.96,1.04,0.94,0.87
d_0,1.49,1.12,1.55,2.15,1.51,1.27,1.04,1.23,0.8,1.0,0.98,0.92,0.86,0.89,0.92,0.98
b_0,1.83,1.42,1.41,1.84,1.63,1.15,1.09,1.05,0.78,1.03,1.0,0.96,0.99,1.27,0.96,0.94
f_0,1.75,1.37,1.6,1.59,1.56,1.38,1.28,0.93,1.0,1.08,1.04,1.0,0.95,0.9,0.79,1.29
h_0,1.93,1.62,1.7,1.64,1.44,1.35,1.2,1.37,1.02,1.16,1.0,1.07,1.0,0.99,1.11,0.81
a_0,1.7,1.61,1.94,1.8,1.79,1.32,1.28,1.23,1.03,1.12,0.82,1.08,0.99,1.0,1.06,0.97
g_0,1.86,1.55,2.08,1.72,1.59,1.54,1.12,1.28,1.07,1.06,1.06,1.27,0.91,0.98,1.0,1.12
e_0,2.21,1.58,1.78,1.81,1.64,1.34,1.17,1.23,1.19,0.94,1.08,0.76,1.22,1.08,0.9,1.0
