,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.26,0.52,0.45,0.56,0.45,0.32,0.93,0.85,1.87,0.87,0.97,1.03,1.21,0.96,0.42,1.12
f_1,1.0,2.27,0.4,0.43,0.34,0.29,0.86,0.67,0.91,0.76,0.48,0.93,1.19,0.79,0.4,0.91
d_1,0.41,0.57,2.46,0.39,0.42,0.43,0.94,0.8,0.37,2.11,0.85,1.06,1.14,0.79,0.94,1.03
c_1,0.44,0.51,0.45,2.47,0.87,0.29,0.93,0.69,0.93,0.29,0.86,0.72,1.23,0.63,0.75,1.05
b_1,0.48,0.49,0.41,0.47,2.56,0.7,0.94,0.86,0.99,0.94,1.07,0.4,1.15,0.61,0.9,0.96
a_1,0.51,0.57,0.48,0.48,0.4,3.06,0.73,0.7,0.96,1.02,0.92,1.12,1.65,0.53,0.75,1.18
h_1,0.52,0.82,0.68,0.45,0.51,0.41,2.95,1.36,1.0,1.19,1.15,1.08,0.92,1.1,1.05,1.44
g_1,0.53,0.54,0.96,0.52,0.43,0.41,0.99,3.25,0.9,1.12,1.84,1.32,1.47,1.0,1.16,0.78
d_0,0.52,0.66,0.25,1.19,0.6,0.45,1.05,1.04,2.64,0.88,1.25,1.35,1.32,0.83,1.05,1.31
c_0,0.56,0.73,0.64,0.28,0.47,0.5,1.22,1.15,1.19,2.64,1.29,2.46,1.56,1.12,1.44,1.58
f_0,0.5,0.4,0.7,0.61,0.58,0.37,1.16,1.07,1.23,1.32,2.89,1.3,1.91,1.21,2.51,1.47
b_0,0.59,0.72,0.63,0.62,0.26,0.35,1.13,0.95,1.26,0.99,1.48,2.74,1.63,1.9,1.2,1.88
h_0,0.59,0.92,0.59,0.67,0.54,0.33,0.79,1.28,1.1,0.99,1.12,1.31,0.88,1.02,1.1,1.87
a_0,0.59,0.73,0.69,0.55,0.52,0.18,1.34,0.95,1.07,1.23,1.51,1.12,2.21,3.0,1.19,1.5
e_0,0.34,0.68,0.6,0.71,0.58,0.55,1.16,1.09,1.27,1.21,1.11,1.21,1.66,0.84,3.11,1.62
g_0,0.54,0.51,0.95,0.61,0.6,0.39,1.21,0.73,1.03,1.03,1.88,1.15,1.66,0.97,1.18,1.06
