,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.69,0.65,0.53,0.63,0.53,0.49,2.05,1.67,5.38,3.09,2.82,2.3,4.53,3.69,0.69,4.01
f_1,1.0,5.75,0.65,0.6,0.56,0.6,2.06,2.4,2.43,2.28,2.76,0.5,3.88,2.31,2.12,3.86
d_1,0.5,0.66,6.24,0.52,0.56,0.65,1.93,2.64,0.55,5.57,3.46,2.87,4.36,2.29,3.52,4.24
c_1,0.58,0.61,0.52,6.7,1.17,0.51,1.89,2.11,2.71,0.6,2.03,2.6,4.18,3.31,3.57,3.66
b_1,0.63,0.58,0.66,0.64,7.49,1.08,1.98,1.99,2.79,2.5,0.71,3.25,4.43,1.81,2.08,3.65
a_1,0.61,0.63,0.62,0.44,0.48,11.9,2.88,2.12,2.44,3.08,3.09,4.23,4.86,0.75,3.06,3.82
h_1,0.93,1.49,1.13,0.94,1.0,0.77,16.69,4.56,4.42,4.87,5.62,4.94,2.27,3.3,4.5,10.53
g_1,0.79,0.85,1.67,0.84,1.02,1.07,3.33,17.51,4.58,5.39,6.75,7.54,7.06,4.32,5.24,5.17
d_0,1.01,1.11,0.31,2.18,1.11,0.69,5.24,3.71,13.28,3.13,4.57,5.48,7.79,6.17,5.21,7.67
c_0,1.17,1.38,0.98,0.44,0.73,0.9,5.19,5.1,5.9,13.59,10.63,5.0,8.16,6.87,5.85,8.33
b_0,1.14,1.11,1.1,1.17,0.36,1.11,4.16,3.58,4.81,4.65,15.78,5.66,8.33,11.14,5.49,8.7
f_0,0.82,0.55,1.16,1.33,1.16,0.93,3.73,3.86,5.55,5.13,6.49,17.41,9.91,6.28,14.4,8.2
h_0,0.97,1.3,1.14,1.11,1.04,1.08,1.58,3.6,4.61,4.23,4.71,5.68,2.65,5.53,5.21,13.28
a_0,0.87,1.22,1.05,1.39,1.19,,5.1,3.52,5.18,4.1,6.21,5.13,7.41,21.33,4.92,6.12
e_0,0.49,0.99,1.26,1.38,1.14,1.07,4.25,3.84,6.38,5.76,5.81,6.97,7.95,3.58,23.6,10.39
g_0,0.81,0.74,1.98,1.23,0.87,1.18,4.1,1.59,3.89,4.06,4.29,10.29,6.87,4.76,5.56,4.02
