,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.41,1.55,1.44,2.03,1.81,1.68,3.29,3.3,5.38,3.39,3.79,3.79,4.82,3.79,3.45,4.5
f_1,2.27,2.44,1.46,1.79,1.78,1.44,2.82,2.94,3.78,3.35,3.39,2.89,4.19,3.11,2.38,4.71
d_1,1.7,1.87,2.61,1.4,1.46,1.68,3.31,3.02,3.05,5.6,4.27,3.8,4.78,4.24,4.28,4.05
c_1,1.45,1.52,1.77,2.65,2.49,1.76,3.25,3.13,3.01,2.57,3.0,3.84,4.32,3.7,4.47,4.14
b_1,1.48,1.62,1.88,1.61,2.77,2.76,3.19,3.45,3.24,3.56,3.21,3.76,4.2,3.38,3.7,4.57
a_1,1.68,1.84,1.71,1.67,1.48,3.44,3.39,3.11,3.86,4.09,4.0,3.92,5.42,2.94,4.21,5.01
h_1,1.65,2.1,1.79,1.69,1.64,1.69,4.3,4.13,3.13,3.55,3.87,3.69,3.83,3.74,3.84,5.71
g_1,1.51,1.77,2.29,1.71,1.54,1.7,2.95,4.77,3.16,3.78,3.98,5.1,4.16,3.96,4.89,3.92
d_0,1.49,1.68,1.44,2.61,2.03,1.68,3.61,3.52,4.46,2.8,3.79,3.72,4.45,3.8,4.14,4.73
c_0,1.84,2.01,1.56,1.78,1.46,1.51,3.69,3.53,3.94,4.55,5.82,3.6,5.04,4.53,4.42,5.05
b_0,1.8,1.95,1.69,1.86,1.44,1.57,3.5,3.4,3.71,3.24,4.77,3.37,4.78,6.51,3.99,5.29
f_0,1.44,1.73,2.02,1.65,1.74,1.61,3.83,3.19,3.63,4.18,4.15,4.86,5.03,4.23,6.9,5.03
h_0,1.72,2.04,1.81,1.77,1.75,1.38,3.0,3.78,3.81,3.58,3.5,3.7,3.95,3.32,3.68,5.65
a_0,1.75,2.01,1.79,1.63,1.59,1.47,3.26,3.49,3.48,4.06,3.24,3.46,5.32,5.54,4.13,4.96
e_0,1.6,2.2,1.69,1.6,1.87,1.8,3.66,3.52,3.28,3.69,4.14,3.08,5.44,3.76,5.62,4.59
g_0,1.6,1.62,2.23,1.76,1.53,1.74,3.2,3.35,3.3,3.78,3.71,4.63,4.33,4.16,4.38,4.52
