,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.36,2.12,1.43,1.53,1.36,1.24,2.6,2.75,2.91,3.13,2.87,2.39,3.42,2.85,2.13,4.14
e_1,1.4,2.4,1.31,1.87,1.55,1.41,2.91,2.42,2.85,5.2,3.25,3.31,4.21,3.7,3.13,4.41
d_1,1.62,1.5,2.58,1.22,1.4,1.46,3.01,2.8,4.91,2.64,3.58,3.46,4.1,3.58,3.1,3.79
c_1,1.39,1.24,1.59,2.64,2.26,1.69,2.59,3.06,2.51,2.53,2.56,3.3,4.04,3.09,3.44,3.6
b_1,1.52,1.26,1.45,1.44,2.78,2.48,3.0,2.88,3.35,3.04,2.97,3.26,4.13,2.68,3.44,3.86
a_1,1.64,1.41,1.65,1.46,1.27,3.35,3.37,3.33,3.32,3.33,3.5,3.25,3.99,3.15,3.95,4.39
h_1,1.98,1.5,1.47,1.59,1.29,1.32,4.33,4.03,3.37,3.09,3.57,3.17,4.21,3.65,3.72,5.15
g_1,1.4,1.43,2.18,1.39,1.44,1.52,2.41,4.72,3.95,2.46,3.79,4.87,4.01,3.84,3.72,4.18
c_0,1.86,1.66,1.53,1.44,1.23,1.34,3.2,2.85,4.35,3.71,5.58,3.97,4.79,4.13,4.11,4.62
d_0,1.63,1.31,1.28,2.6,1.63,1.33,3.19,3.21,2.62,4.25,3.84,2.99,4.92,3.4,3.27,4.13
b_0,1.78,1.57,1.68,1.78,1.07,1.34,3.25,2.98,2.84,3.15,4.64,3.28,4.4,5.48,3.62,4.27
f_0,1.35,1.37,1.61,1.57,1.58,1.68,3.12,2.87,3.26,4.09,4.02,5.03,4.84,4.18,6.85,4.45
h_0,2.01,1.61,1.63,1.47,1.57,1.45,2.1,3.48,2.98,2.82,3.3,2.99,3.57,3.35,3.52,4.78
a_0,1.8,1.46,1.6,1.76,1.83,1.22,3.23,2.64,3.31,3.38,3.08,3.22,4.82,5.17,2.82,4.23
e_0,1.88,1.22,1.82,1.57,1.51,1.21,2.96,3.44,3.17,3.64,3.69,3.09,4.4,5.26,5.78,3.97
g_0,1.4,1.39,2.2,1.64,1.58,1.37,2.58,2.53,3.35,3.1,3.47,4.46,4.02,3.57,4.24,3.72
