,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.91,1.2,1.1,0.92,1.03,1.55,1.1,1.0,1.08,1.08,1.11,1.22,1.23,1.01
f_1,1.28,1.0,0.83,0.99,1.03,0.93,0.82,1.0,1.02,1.0,0.92,1.04,0.79,0.88,0.82,1.09
d_1,1.1,1.2,1.0,0.97,0.8,0.86,1.07,0.97,0.76,1.22,1.01,1.02,0.99,0.89,1.02,0.79
c_1,0.83,1.01,1.03,1.0,1.41,0.85,0.98,0.7,1.15,0.78,0.97,0.99,0.98,0.94,0.97,0.94
b_1,0.92,0.97,1.24,0.71,1.0,1.71,1.05,0.87,1.04,1.2,1.13,0.99,0.95,1.03,0.91,1.0
a_1,1.09,1.08,1.14,1.17,0.59,1.0,1.22,0.98,1.09,0.93,1.09,0.97,1.22,0.96,1.26,1.14
h_1,0.98,1.2,0.99,0.98,0.93,0.82,1.0,1.04,1.12,0.87,0.98,0.88,1.04,0.86,0.94,1.27
d_0,0.65,0.99,0.97,1.46,1.15,0.95,0.95,1.0,1.1,0.74,0.94,0.97,1.17,0.97,0.96,1.18
g_1,0.87,1.0,1.33,0.88,0.96,0.94,0.87,0.91,1.0,1.02,0.91,1.19,0.88,1.07,0.99,0.91
c_0,0.99,1.07,0.8,1.31,0.82,1.05,1.21,1.28,1.01,1.0,1.33,1.08,1.05,1.14,1.01,1.19
b_0,0.94,1.06,0.99,1.14,0.93,0.9,1.06,1.04,1.06,0.72,1.0,0.93,1.24,1.22,1.13,1.14
f_0,0.92,0.94,1.09,0.99,1.02,1.01,1.13,1.12,0.84,0.91,0.96,1.0,1.18,0.99,1.42,0.86
h_0,1.01,1.27,1.01,1.01,1.02,0.85,0.96,0.9,1.15,0.96,0.85,0.83,1.0,0.82,0.87,1.18
a_0,0.84,1.1,1.11,1.05,1.04,1.04,1.26,1.02,0.9,0.86,0.81,0.99,1.21,1.0,1.01,0.94
e_0,0.74,1.25,0.95,1.05,1.1,0.91,1.05,1.0,0.96,1.0,0.84,0.68,1.12,0.99,1.0,1.08
g_0,0.95,0.95,1.26,1.09,0.94,0.96,0.78,0.84,1.08,0.87,0.92,1.15,0.85,1.03,0.93,1.0
