,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,103.05,13.49,12.63,16.76,25.22,66.47,2873.81,3096.8,7273.65,4357.35,8419.71,7700.46,19041.03,14462.86,,49267.88
f_1,16.14,114.54,14.22,15.6,22.52,73.95,2688.53,2911.01,5514.04,6154.31,7449.44,,15537.82,24184.1,17160.24,33267.09
d_1,10.5,13.2,128.1,12.45,25.91,73.24,2803.11,2347.72,,8517.84,6700.28,6219.29,22478.47,16082.78,25680.64,42150.39
c_1,10.03,10.9,17.25,132.77,40.09,58.12,2713.43,2505.98,3173.6,,6450.07,7660.46,16873.47,14566.83,26086.28,52246.68
b_1,8.85,11.25,14.13,10.16,187.29,107.24,1784.82,3397.51,4445.82,5496.69,,5240.5,13090.92,13487.57,17254.4,32280.26
a_1,7.87,6.82,7.68,11.8,10.42,478.26,2017.14,1713.87,2986.14,2094.71,3185.33,3845.78,11409.92,,,22690.84
h_1,4.98,7.01,5.68,6.45,10.95,23.14,4235.78,1845.77,1517.07,2198.47,2404.4,2451.05,,10390.83,9344.23,20078.93
g_1,3.62,5.11,8.42,6.54,8.47,27.61,797.98,4798.23,1485.9,2206.4,1983.78,5102.55,5538.98,8511.39,9045.24,
d_0,4.4,4.47,,11.05,5.95,26.62,1447.72,1357.13,4369.87,2590.35,3262.83,3375.5,9352.28,7633.06,11915.26,23054.83
c_0,4.96,4.8,5.1,,6.64,32.01,1102.83,1114.48,1494.85,5824.4,2882.89,3340.27,8313.9,8544.52,11461.93,21807.61
b_0,4.16,4.81,6.45,4.02,,21.44,987.48,1243.26,1480.64,2052.3,6836.87,2581.72,7004.6,10107.37,7644.89,19466.74
f_0,4.21,,6.28,5.91,8.41,28.85,794.7,950.42,1222.97,1991.71,2402.03,7074.81,5981.8,,,16329.47
h_0,3.55,6.72,3.63,4.96,7.4,27.8,,1370.49,1261.15,1547.07,2218.11,3097.72,,7972.93,8791.63,19509.97
a_0,3.64,2.17,3.58,4.96,6.3,,561.37,770.14,946.58,1505.41,1894.02,,4512.02,16508.55,,14113.17
e_0,,3.58,3.87,3.79,6.21,,804.35,604.87,874.23,1326.24,2164.82,,4536.18,,21481.22,
g_0,2.66,3.3,4.68,3.15,6.04,15.41,693.39,,953.48,1196.06,1662.03,2540.89,4973.28,4249.09,,
