,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.01,0.06,0.09,0.1,0.1,0.16,0.2,0.27,0.23,0.27,0.36,0.35,0.24,0.37,0.36,
f_1,0.09,0.01,0.08,0.11,0.09,0.25,0.15,0.23,0.18,0.24,0.17,,0.21,0.35,0.33,0.47
d_1,0.08,0.08,0.01,0.1,0.13,0.14,0.18,,0.23,0.16,0.21,0.26,0.28,0.37,0.23,0.32
c_1,0.06,0.05,0.06,0.01,0.06,0.14,0.11,0.09,,0.15,0.15,0.23,0.15,0.31,0.18,0.3
b_1,0.03,0.04,0.03,0.03,,0.06,0.07,0.06,0.08,0.11,,0.1,0.1,,0.09,0.13
a_1,0.01,0.01,0.01,0.01,0.01,,0.02,0.02,0.02,,,,0.03,,0.03,
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
