,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.06,1.57,2.26,2.23,2.04,1.85,0.93,0.85,0.65,0.78,0.66,0.75,0.64,0.56,0.83,0.58
f_1,2.52,1.06,1.99,2.31,2.05,1.72,0.64,0.83,0.61,0.68,0.6,0.89,0.56,0.37,0.4,0.46
d_1,2.42,2.34,1.06,2.03,1.99,2.11,0.86,0.65,0.75,1.1,0.7,0.62,0.53,0.47,0.66,0.38
c_1,2.18,2.51,3.4,1.06,3.23,2.01,0.99,0.88,0.88,0.45,0.71,0.64,0.67,0.57,0.67,0.54
b_1,2.92,2.88,2.79,1.63,1.07,3.09,1.35,1.22,0.86,0.91,1.11,0.79,0.77,0.66,0.81,0.57
a_1,4.01,4.07,3.64,3.85,1.97,1.07,1.58,1.58,1.48,1.36,1.34,1.08,1.85,1.08,0.86,1.03
h_1,5.59,6.44,5.4,5.56,4.69,4.38,1.33,2.44,1.7,1.85,1.43,1.39,1.49,1.51,1.31,1.11
g_1,6.24,6.92,6.68,7.23,5.97,4.93,1.86,1.34,1.84,1.88,1.67,2.03,1.56,1.24,2.0,1.48
c_0,7.87,8.97,4.57,14.18,7.12,4.75,2.7,2.6,1.5,2.96,2.74,2.01,1.81,1.67,2.0,1.38
d_0,4.57,7.64,10.82,8.89,7.59,6.02,2.98,2.73,2.22,1.53,2.58,2.15,2.15,1.7,2.08,1.91
b_0,7.0,8.59,7.53,8.6,12.57,5.83,3.42,3.08,1.51,2.1,1.55,1.74,2.52,1.9,2.0,1.48
f_0,7.1,13.55,8.72,8.75,8.3,6.73,3.12,2.47,2.27,2.48,2.7,1.6,2.29,2.35,3.86,1.32
a_0,9.31,10.7,9.36,10.27,13.08,10.54,3.96,4.2,2.85,3.04,1.52,2.42,1.61,1.95,2.52,1.54
h_0,9.79,12.76,10.02,11.4,9.21,6.88,6.08,3.85,2.91,2.8,2.45,2.3,2.35,3.11,2.44,2.18
e_0,13.29,17.39,9.8,11.06,10.25,11.35,4.56,3.19,3.02,3.81,2.94,1.54,2.82,2.19,1.58,2.62
g_0,13.14,12.91,12.65,11.2,12.12,9.33,4.25,5.66,3.56,3.24,3.32,3.42,3.82,2.38,2.49,3.2
