,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.39,0.71,0.93,0.74,0.72,0.63,1.46,2.62,1.37,1.49,1.84,2.09,2.14,1.79,0.99,2.06
f_1,1.15,2.44,0.67,0.82,0.79,0.67,1.24,1.65,1.5,1.54,1.74,0.94,1.79,1.76,1.26,2.2
c_1,0.67,0.91,2.51,0.79,1.29,0.61,1.47,1.4,1.42,0.63,1.18,1.7,1.99,1.59,1.69,1.94
d_1,0.74,0.73,0.53,2.54,0.83,0.76,1.49,0.87,1.67,3.09,1.78,1.91,2.25,1.93,1.75,1.89
b_1,0.71,0.68,0.69,0.75,2.73,1.44,1.6,1.68,1.48,1.72,0.84,1.64,2.39,1.53,1.85,2.18
a_1,0.82,0.84,1.01,0.71,0.58,3.25,1.64,1.72,1.28,1.47,2.26,1.66,2.18,0.63,1.93,2.28
h_1,0.84,1.43,1.14,1.04,0.87,0.93,4.01,1.56,2.49,1.99,2.03,1.7,1.84,2.35,2.36,3.58
d_0,0.88,1.03,1.72,0.54,0.96,1.18,2.62,3.69,1.74,1.85,2.27,2.29,2.69,1.78,2.28,1.94
g_1,1.03,0.97,0.96,1.39,0.86,0.94,1.51,2.01,4.43,2.23,2.3,2.95,2.17,2.28,2.58,1.87
c_0,1.28,1.12,0.73,0.92,0.77,1.19,2.07,2.5,1.8,3.81,3.65,2.02,2.67,2.33,1.94,2.88
b_0,1.18,0.95,1.33,1.1,0.57,0.66,2.33,2.16,1.79,1.94,3.96,2.55,2.76,3.6,2.67,2.79
f_0,0.93,0.78,0.99,1.08,1.1,1.09,2.57,2.36,2.08,2.72,2.28,4.2,2.74,2.71,4.23,2.6
h_0,0.85,1.51,1.07,0.99,0.82,0.88,1.42,1.95,2.6,2.23,2.32,2.4,2.06,2.27,2.26,3.14
a_0,1.12,0.96,1.12,1.23,0.99,,1.65,2.68,1.83,2.27,1.95,1.84,2.94,4.6,3.01,2.5
e_0,0.6,1.33,1.18,0.89,0.87,1.13,2.56,2.47,1.72,2.63,2.27,1.84,3.2,2.14,4.72,2.89
g_0,0.86,0.99,1.23,1.43,0.8,0.91,1.55,2.31,1.46,1.93,2.52,2.92,3.26,2.55,2.49,2.02
