,d_1,e_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,e_0,g_0
d_1,12257.24,1419.77,1510.35,1357.12,3408.06,13475.27,1974849.64,632406.08,3591391.51,9990561.55,10611350.82,9512161.39,37940666.1,46521273.2,46300391.79,65444542.72
e_1,1064.65,13489.75,1377.83,2158.97,3272.86,11409.44,1671112.77,8491352.15,4101143.42,4836392.97,9275319.05,11080059.02,37338165.33,43507141.93,15378941.58,56769521.06
f_1,1276.2,2386.4,15011.34,1810.38,2659.88,10887.05,1926776.23,3938790.62,4717580.46,5449058.72,1822900.51,9827917.19,29033583.33,36185250.94,30330650.83,47545356.01
c_1,1236.06,1471.71,1530.2,18726.2,6828.25,9093.63,1503397.8,4134947.93,3383704.04,995514.06,9657520.33,7148813.48,45393254.85,32396029.43,31426489.68,79899289.48
b_1,1303.22,1130.51,1310.93,1923.61,47476.35,22147.26,2113923.12,3833759.83,3535089.73,4974366.94,9029375.58,1560506.74,32906155.71,27102886.69,48612849.57,74843160.01
a_1,1280.65,1344.78,954.75,1601.69,4456.19,190964.68,1944719.6,5566451.54,4155502.76,5768660.41,11401101.53,9962569.03,38911476.04,10240547.15,55562793.23,59385309.3
h_1,2157.84,1683.28,4249.05,3262.22,5396.63,12985.89,12990500.95,7134203.41,9364237.54,8861756.83,14246715.58,15577688.93,23125780.6,62890101.62,81599704.12,126235821.4
d_0,879.17,2277.47,2388.04,6127.09,7244.85,19642.47,3027946.93,19452869.23,4774664.31,6885269.34,17413726.41,14951146.79,60123383.2,56744556.81,77182685.32,110340827.78
g_1,3416.4,1883.92,2178.91,2690.77,6900.95,16141.74,2209739.68,8027882.69,34802931.34,8459505.23,26221522.61,20075294.74,63511122.07,69137544.88,107953338.12,29547081.23
c_0,2216.25,2183.2,3677.13,760.54,5194.64,16266.1,4107995.42,8667568.7,6665552.09,27598647.01,19391466.98,42482911.86,76364139.81,82111297.25,97181291.62,177159564.21
f_0,2372.74,1826.32,1245.87,3950.26,7410.56,18295.16,3263428.8,9102809.95,9423429.94,8078453.18,50178697.34,21946620.15,81034162.55,78599162.12,186604509.99,121414970.76
b_0,2598.05,2204.09,3255.61,3685.53,1945.48,14950.6,3164735.44,9104675.83,7262489.11,9278594.17,21276520.83,55585941.33,84437050.41,158885605.0,101039689.63,114076047.77
h_0,2938.24,1986.11,4544.67,2621.87,5905.1,11941.97,845590.04,7393673.28,7829761.64,6571427.87,15331610.59,18152547.81,27764888.93,69416865.93,78801052.06,137714800.98
a_0,2462.26,2521.59,3373.2,3459.63,4930.84,,3828513.63,9176373.8,3688074.12,10103461.98,23688217.14,17270484.46,70146558.17,290836698.12,120929492.52,121686342.07
e_0,2974.26,480.03,3344.56,3400.24,6355.66,18280.0,3753687.67,9879849.05,6568864.96,8801730.67,20475197.31,18945516.25,78462854.94,75499738.25,332529929.21,133007912.91
g_0,3390.87,1769.32,2824.1,2577.5,5962.92,17226.99,2992608.65,6014816.35,3996653.79,9208823.02,31775900.55,22472449.17,75175430.33,84326658.62,78650912.45,65589891.54
