,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.26,0.25,0.22,0.25,0.2,0.14,0.37,0.97,0.45,0.36,0.41,0.38,0.59,0.34,0.56,0.06
f_1,0.39,2.31,0.21,0.2,0.18,0.16,0.4,0.43,0.56,0.39,0.48,0.12,0.55,0.41,0.55,0.37
d_1,0.21,0.28,2.33,0.21,0.17,0.15,0.51,0.13,0.89,0.29,0.57,0.52,0.51,0.37,0.5,0.33
c_1,0.23,0.24,0.17,2.4,0.4,0.17,0.38,0.54,0.05,0.37,0.29,0.43,0.68,0.23,0.53,0.43
b_1,0.24,0.21,0.26,0.2,2.52,0.32,0.39,0.41,0.49,0.32,0.08,0.38,0.53,0.36,0.5,0.34
a_1,0.22,0.18,0.26,0.24,0.21,3.02,0.47,0.42,0.49,0.33,0.55,0.52,0.51,0.09,0.53,0.37
h_1,0.33,0.53,0.44,0.35,0.33,0.3,2.8,0.91,0.76,0.93,0.87,0.65,0.34,0.64,1.07,0.66
d_0,0.34,0.41,0.12,0.77,0.38,0.34,0.67,2.21,0.65,0.78,0.89,0.78,1.08,0.49,0.58,0.67
c_0,0.35,0.42,0.42,0.2,0.3,0.34,0.82,0.85,2.29,0.78,1.7,0.84,0.89,0.92,0.95,0.68
g_1,0.39,0.41,0.56,0.38,0.28,0.19,0.68,0.84,0.8,3.06,0.8,1.17,0.71,0.55,0.33,0.75
b_0,0.5,0.48,0.42,0.45,0.17,0.21,0.63,0.84,0.88,0.75,2.38,0.79,1.25,1.44,0.84,0.72
f_0,0.37,0.17,0.48,0.39,0.41,0.31,0.93,0.88,0.87,0.58,0.87,2.5,1.18,0.73,0.99,1.39
h_0,0.39,0.63,0.42,0.38,0.29,0.29,0.3,0.71,0.96,0.81,0.61,0.78,0.4,0.74,1.19,0.53
a_0,0.41,0.35,0.4,0.41,0.39,0.11,0.82,0.85,0.96,0.86,1.05,0.81,1.17,3.01,1.12,0.82
g_0,0.34,0.28,0.79,0.39,0.35,0.25,0.63,0.76,0.88,0.3,0.84,1.17,0.87,0.66,0.26,0.62
e_0,0.13,0.42,0.52,0.43,0.36,0.43,0.69,0.51,0.83,0.75,0.87,0.84,1.16,0.87,1.07,2.82
