,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.35,1.11,1.65,1.8,3.1,15.8,30.28,29.41,27.23,35.31,38.94,65.09,105.77,87.51,111.92
e_1,0.74,1.0,1.02,1.64,1.66,2.88,19.38,30.09,38.1,29.1,39.43,53.51,68.68,87.02,108.51,91.37
d_1,0.89,0.98,1.0,1.15,1.66,2.6,17.06,21.62,27.55,34.72,35.29,45.44,65.02,78.06,91.67,71.02
c_1,0.61,0.61,0.88,1.0,1.74,2.19,10.24,18.01,13.82,16.49,22.92,32.5,44.48,58.84,55.45,67.13
b_1,0.55,0.6,0.61,0.57,1.0,2.71,9.92,16.02,17.78,18.45,18.48,27.53,41.5,40.41,54.93,54.11
a_1,0.33,0.35,0.39,0.45,0.37,1.0,6.37,12.87,9.19,9.67,14.52,12.75,24.51,36.77,28.3,29.37
h_1,0.06,0.06,0.06,0.09,0.1,0.15,1.0,1.88,1.81,1.56,2.27,2.89,4.13,4.87,6.14,6.87
g_1,0.03,0.04,0.05,0.05,0.07,0.08,0.52,1.0,0.97,0.98,1.27,2.12,1.97,3.04,3.12,3.99
d_0,0.03,0.03,0.04,0.07,0.06,0.11,0.54,1.05,1.01,0.77,1.2,1.49,2.55,3.12,3.23,3.28
c_0,0.03,0.03,0.03,0.06,0.05,0.1,0.63,1.01,1.33,1.0,1.87,1.44,2.7,3.17,3.54,3.42
b_0,0.03,0.03,0.03,0.04,0.06,0.07,0.47,0.77,0.85,0.56,1.0,1.34,1.87,3.37,2.55,2.66
f_0,0.03,0.02,0.02,0.03,0.04,0.08,0.34,0.46,0.68,0.65,0.72,1.0,1.5,1.81,2.89,1.74
h_0,0.02,0.02,0.02,0.02,0.02,0.04,0.25,0.51,0.39,0.37,0.52,0.63,1.0,1.4,1.09,1.7
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.21,0.32,0.35,0.31,0.3,0.56,0.71,1.0,1.12,1.01
e_0,0.01,0.01,0.01,0.02,0.02,0.03,0.17,0.32,0.3,0.29,0.4,0.36,0.95,0.87,1.0,1.08
g_0,0.01,0.01,0.01,0.02,0.02,0.03,0.15,0.25,0.3,0.29,0.38,0.55,0.61,1.02,0.94,1.0
