,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,g_0,e_0
e_1,103.91,53.81,88.1,63.88,94.97,245.47,7312.07,21469.18,16756.27,19428.28,33138.6,34843.75,85783.52,112104.33,158405.55,111105.73
f_1,68.61,117.67,66.37,64.13,92.87,250.48,5813.03,10660.97,11365.15,18192.23,14379.86,29006.47,64109.11,77939.73,125606.89,111710.27
c_1,38.69,47.56,141.83,69.83,142.01,215.53,5490.3,9510.96,12141.53,8603.73,26525.73,24622.83,82004.14,83649.97,140242.35,130044.51
d_1,41.01,58.41,51.31,147.42,83.37,192.73,6267.32,8426.31,12846.6,27215.48,26028.73,36013.62,80385.51,79784.12,135047.48,128434.69
b_1,37.29,41.17,45.6,57.89,190.83,371.39,5565.38,8709.17,13127.63,13863.14,26393.44,18892.09,67947.28,71474.55,97355.46,109278.79
a_1,25.73,32.37,43.42,53.58,50.51,416.39,3908.34,7331.14,9140.38,11269.34,20158.17,24200.96,47693.36,36714.9,87050.39,125045.67
h_1,11.06,18.7,20.29,20.8,24.34,65.3,2976.59,3080.53,5020.6,4642.71,7279.23,8264.38,14167.63,26642.89,44544.68,39142.34
d_0,9.53,12.73,28.32,9.49,24.01,46.81,1573.86,4021.35,3094.06,3202.86,6046.46,6912.05,19018.82,23085.76,31912.87,36099.94
g_1,8.86,11.4,15.3,20.21,17.81,48.81,1356.03,2506.86,5594.67,3585.34,7759.45,6140.35,15565.91,21537.11,20308.67,25326.46
c_0,10.28,11.55,11.33,13.74,18.29,42.53,1575.45,2889.33,3260.06,5659.21,6301.06,11144.49,15962.33,22367.31,31078.76,30989.84
f_0,7.61,9.26,13.33,13.71,17.77,36.61,1390.55,2231.43,2528.06,3274.46,7540.68,6419.16,15203.21,18008.77,24780.78,49029.58
b_0,8.22,10.76,11.8,10.77,12.69,27.95,1321.59,2495.75,2624.46,2819.6,4800.84,9123.62,13742.14,29187.34,22802.18,26373.1
h_0,5.86,9.97,7.81,10.01,13.0,30.53,823.87,1535.14,2406.96,2671.3,3328.04,4531.71,8242.98,13191.73,24755.52,18973.9
a_0,5.99,7.26,9.23,8.19,11.57,19.51,838.6,1570.65,1423.83,2007.27,3409.08,3788.18,9240.85,20559.39,17683.09,18688.18
g_0,5.02,5.54,6.75,10.95,11.59,23.38,737.59,1339.79,1306.65,2236.0,4426.38,3866.26,7671.95,10880.04,14296.42,18026.13
e_0,3.52,6.03,7.94,8.29,11.46,18.28,792.7,1270.38,1796.68,2181.31,2270.6,3566.27,9204.26,11269.48,15428.59,27336.15
