,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.06,1.47,2.1,2.7,2.37,1.89,0.9,0.81,0.81,0.67,0.66,0.79,0.52,0.56,0.52,1.09
f_1,2.66,1.06,2.09,2.13,2.19,1.56,0.68,0.66,0.86,0.61,0.71,0.8,0.43,0.54,0.59,0.5
d_1,2.38,2.39,1.06,2.45,2.19,2.25,0.89,1.17,0.61,0.81,0.66,0.71,0.5,0.61,0.35,0.54
c_1,2.12,2.74,2.9,1.06,2.68,1.91,1.03,0.47,0.9,0.99,0.72,0.61,0.57,0.6,0.54,0.48
b_1,2.93,3.06,3.05,1.59,1.07,2.97,1.26,0.88,0.99,1.18,1.41,0.89,0.61,0.73,0.6,0.86
a_1,3.51,4.78,3.75,3.89,1.82,1.07,1.12,1.1,1.92,1.02,1.01,0.95,0.96,1.69,0.81,0.78
h_1,6.19,7.08,6.26,5.54,5.28,5.3,1.33,1.88,2.5,1.64,1.77,1.73,2.08,1.57,1.7,1.73
d_0,4.8,7.03,11.85,7.46,6.99,6.24,2.69,1.55,2.63,2.21,2.0,2.03,1.69,1.93,1.77,2.0
g_1,7.97,7.32,6.73,7.52,7.52,5.96,2.17,2.42,1.32,2.0,2.33,2.13,1.31,1.74,1.95,1.8
c_0,7.42,7.73,4.45,10.23,6.59,7.7,2.91,2.92,2.53,1.5,2.73,2.46,1.81,1.97,1.94,2.23
b_0,7.55,6.92,7.67,8.64,9.97,7.59,2.82,2.65,2.62,1.43,1.5,2.26,1.61,2.04,1.78,1.79
f_0,7.43,12.84,7.66,8.37,7.08,7.02,2.83,2.39,2.14,2.09,2.23,1.5,1.78,1.86,1.21,2.19
h_0,9.51,9.53,9.76,10.05,10.53,7.36,4.5,2.75,3.61,2.62,2.75,2.78,3.08,2.09,2.37,2.46
a_0,12.64,11.9,9.68,10.53,12.46,12.32,4.68,3.11,4.19,2.78,2.1,3.21,3.0,1.64,2.46,3.27
g_0,10.21,10.99,12.63,11.45,12.43,8.75,2.83,3.29,6.15,2.81,2.8,3.16,2.11,3.05,2.85,3.52
e_0,14.72,14.06,11.97,11.53,8.94,9.95,3.41,3.06,3.69,2.82,2.9,2.02,2.56,2.78,1.9,1.62
