,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.52,0.88,1.18,0.85,0.77,0.62,0.99,1.66,0.98,0.92,1.07,1.09,1.09,0.94,0.77,1.03
f_1,1.38,1.54,0.92,0.81,0.74,0.68,0.88,1.12,0.9,0.96,0.99,0.74,0.98,0.76,0.63,0.95
c_1,0.82,0.88,1.54,0.96,1.39,0.69,0.97,0.93,0.83,0.69,0.78,0.99,1.12,0.85,0.82,1.02
d_1,0.86,1.0,0.77,1.57,0.88,0.78,1.07,0.91,0.99,1.57,1.11,1.06,1.19,0.93,0.95,0.92
b_1,0.96,0.96,0.78,0.92,1.61,1.35,0.92,0.99,0.94,1.04,0.8,0.96,1.21,0.84,0.98,0.94
a_1,1.07,1.06,1.02,0.99,0.75,1.74,1.08,1.05,1.1,1.21,1.29,1.05,1.45,0.88,0.95,1.18
h_1,1.15,1.5,1.07,1.16,0.97,0.86,1.88,1.23,1.53,1.29,1.23,1.24,1.16,1.14,0.92,1.59
d_0,1.02,1.22,1.78,0.9,1.23,1.01,1.41,1.72,1.1,0.99,1.31,1.21,1.38,1.15,1.21,1.35
g_1,1.06,1.17,1.16,1.49,0.99,0.93,1.24,1.3,1.92,1.35,1.35,1.83,1.36,1.05,1.25,1.19
c_0,1.29,1.37,1.21,1.11,0.92,0.93,1.44,1.53,1.35,1.77,2.19,1.36,1.71,1.3,1.39,1.4
b_0,1.25,1.29,1.5,1.27,0.8,0.8,1.38,1.55,1.18,1.2,1.8,1.27,1.54,2.06,1.33,1.43
f_0,0.91,1.17,1.34,1.23,1.27,1.07,1.45,1.5,1.14,1.39,1.57,1.81,1.61,1.09,2.16,1.44
h_0,1.36,1.67,1.16,1.29,1.08,0.89,1.22,1.33,1.56,1.32,1.36,1.32,1.28,1.15,1.12,1.62
a_0,1.22,1.42,1.46,1.35,1.1,0.88,1.45,1.67,1.18,1.55,1.27,1.44,1.63,1.79,1.26,1.33
e_0,1.06,1.61,1.37,1.32,1.15,1.21,1.67,1.26,1.24,1.26,1.22,1.16,1.7,1.24,1.86,1.59
g_0,1.2,1.2,1.22,1.82,1.31,0.94,1.24,1.22,1.14,1.47,1.52,1.81,1.52,1.37,1.34,1.3
