,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,7662.49,1004.43,1176.41,2705.19,4085.15,13665.75,1447987.36,7383104.68,4662590.26,5528761.51,9735435.43,14444133.94,62882495.55,69921968.98,104794225.47,22387232.51
f_1,1559.98,8889.68,1620.39,2145.14,4242.9,15053.51,1131048.28,3891520.14,4858358.37,4321814.82,8378315.56,2898921.9,49022553.26,59402564.1,85128405.59,40252604.68
d_1,785.29,1021.2,17216.52,1919.81,3175.94,14130.21,1131318.95,799612.11,10326331.28,7142754.06,8622181.86,19149417.08,61417726.65,56147676.82,129373335.57,86866557.06
c_1,821.72,1016.59,1570.97,26427.21,6708.01,12403.08,1257190.64,4654467.09,816353.77,4329596.85,5654581.16,17191537.14,43293289.42,70209764.89,119384315.79,94029345.72
b_1,818.33,1174.55,1714.93,1915.04,52295.57,24340.58,1146776.83,4757417.88,5893590.22,5663205.42,1762359.82,10430511.95,51716889.9,40811940.3,105084560.49,93388062.06
a_1,746.15,1069.89,1681.23,2368.76,3844.9,265439.35,1253344.08,4599781.22,5154810.81,6400000.0,7497820.15,12358336.02,60396262.5,,115005022.27,100672043.85
h_1,1311.3,2307.01,2804.24,3977.38,6841.78,28244.26,7621401.98,7136126.82,7989636.95,11095259.59,13282175.22,30163912.94,42471412.38,83690307.95,249220815.76,130896382.07
d_0,1653.67,1734.06,1328.73,7834.51,6418.11,19845.25,1896810.8,17765839.17,7766847.35,9470520.23,14859428.87,35371836.11,114305065.2,91278157.54,182726224.8,152891646.75
c_0,1531.36,1937.73,3548.85,1515.15,5672.43,26516.8,2445549.43,7725796.61,24179568.05,9834146.34,27169801.24,35789994.95,107700652.24,144430987.09,238784661.63,161282042.0
g_1,1528.7,1220.31,4793.04,4266.9,5501.65,19327.8,1652894.98,5687002.23,9394728.04,53589333.33,13900720.53,52035099.03,74235406.1,73234185.53,59763293.62,176335032.59
b_0,1488.15,1801.7,3732.72,4104.85,3271.85,19755.84,2360332.05,6325856.78,8151204.15,9768994.89,44182822.72,34890996.56,125593590.77,233925209.31,270068142.98,176774079.32
f_0,1131.08,465.92,3585.33,5039.89,9325.5,27964.31,1714098.97,7496927.01,8225718.52,14278884.46,18890353.17,92543698.04,119323293.22,123090326.77,199252750.81,409358832.93
h_0,1372.4,2434.52,2975.98,4656.85,5388.15,28158.36,581919.9,6757329.92,8336098.07,13278802.99,15670542.05,21800240.99,34471682.25,75334417.78,240025828.18,192808303.42
a_0,1566.01,1623.66,4000.37,3880.92,7229.06,,2410301.63,9698545.57,8629122.88,7170868.35,14401575.32,34981579.18,98951859.76,480791659.2,169166333.13,113985153.58
g_0,886.58,1396.37,5022.25,4135.79,7166.33,21863.34,2002629.57,6141363.25,9391467.11,,16711559.34,51444850.15,98573004.49,114769992.25,101405117.23,188279655.92
e_0,450.01,2280.37,3082.72,5384.97,7274.91,34216.68,1944582.33,7146767.51,8342041.81,8378181.82,11771469.44,33302463.38,125664950.76,99864798.45,223040043.19,727536148.44
