,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,a_0,g_0
f_1,12299.63,4909.3,2844.36,3312.99,5958.27,32823.35,3818222.52,7252609.45,10833402.35,12731806.71,6267040.99,24526979.95,68567159.06,67469696.98,110345225.94,164090403.56
e_1,3144.8,12381.56,4086.47,3052.81,5377.3,40106.46,3219310.7,6323647.26,19636085.53,12597186.62,17522225.34,29005860.88,67897483.57,50773794.58,107863254.76,220174768.61
c_1,2685.95,2292.49,16129.39,3519.63,12124.91,25070.84,3802332.2,7217786.6,10116235.72,5388628.27,15681516.59,17813082.12,80525188.7,105693565.03,95914626.68,223072543.59
d_1,3134.94,2328.38,2663.03,18188.4,6096.74,26300.3,3574851.23,7366921.79,5156192.87,28843857.49,17376969.7,28492491.67,80810570.89,96731224.96,94420793.38,269569988.09
b_1,2593.4,2434.29,3726.3,3254.0,36076.84,75351.98,3666881.71,6151558.66,8723693.17,11505754.02,13807944.25,10374443.83,63148208.37,92686713.82,88698907.49,190227252.31
a_1,2741.41,3083.04,3887.3,3655.56,5015.36,313689.81,3195771.82,8131639.81,10068305.61,9182987.82,17736847.77,33508181.77,71725358.78,121382785.87,42724340.9,171889520.95
h_1,4426.05,3019.7,4020.16,4603.92,6666.22,38830.9,11486436.45,12420225.65,11606810.6,14684339.81,16942092.46,29073086.85,49345741.09,126097945.12,101578593.14,312553149.64
g_1,2855.32,2434.17,3626.03,7705.13,7138.09,41381.59,3515349.0,31290125.18,11057157.05,16580394.67,29538461.54,35062413.47,77876562.69,108553710.94,132555006.37,144896819.8
d_0,3127.55,3392.01,7715.36,1863.55,7429.47,48464.92,3727423.62,9485637.47,23632550.66,11910001.22,20910510.51,33824138.48,92004221.51,110183646.54,142189942.34,241102373.32
c_0,4025.02,3278.52,2748.4,5406.04,4543.64,43314.06,3860859.2,9264698.71,13210742.61,35681222.93,19457648.95,73812070.81,105619869.72,131461865.23,145934698.5,338731363.32
f_0,1828.36,2579.81,4932.65,5391.78,8655.64,46623.26,4102077.49,8554859.29,14584659.84,16812520.2,45568000.0,38524223.11,100686310.01,243078897.22,103523451.57,251566216.32
b_0,3372.76,3307.62,4031.06,5984.22,3259.01,29262.88,4106640.42,11345352.11,13145566.27,17832576.28,18847817.84,84004191.53,114633370.03,114877428.06,278235176.39,258990613.92
h_0,4351.04,3160.85,4276.98,4973.55,7542.45,35864.04,2829018.96,13537359.76,13099185.23,17052014.79,18887111.11,34388854.53,61370703.25,118227052.73,156133730.23,356831512.51
e_0,3731.72,1441.34,4363.31,5204.88,8030.63,45409.25,4111946.16,10931330.55,12091072.43,21164638.16,22490956.07,47579516.13,108156944.31,350793981.65,152607960.12,286295050.73
a_0,3334.18,2943.52,4742.86,5690.54,6689.59,22710.74,4982507.0,10269105.36,12666975.89,17516596.37,17021635.88,36696299.46,103608603.97,99230694.34,384199668.86,317758932.64
g_0,2688.97,2901.83,3568.43,7232.95,8391.29,38351.72,3802005.24,6194841.89,10538049.02,17442958.56,31667052.02,36233226.4,102266029.16,151112412.93,132433108.7,167071401.81
